word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
smart,dumb,2.0,0.58,0.81,0.53,0.68,0.3,6.5,5.5,4.0,0.0,2.5,0.15,0.95,0.01,0.18
insane,crazy,10.0,0.93,1.0,0.85,0.89,0.94,9.0,8.5,8.5,1.0,8.5,0.95,0.97,9.0,0.82
happy,mad,6.0,0.75,0.62,0.67,0.57,0.53,6.0,5.0,7.0,0.0,7.0,0.87,0.18,7.0,0.6
large,huge,9.0,0.8,0.93,0.77,0.83,0.92,9.0,8.5,7.5,1.0,8.0,0.91,0.92,8.5,0.89
hard,tough,9.0,0.67,0.73,0.75,0.63,0.85,7.0,7.0,7.0,1.0,6.5,0.63,0.74,8.0,0.74
new,fresh,9.0,0.61,0.75,0.73,0.85,0.78,6.0,7.0,7.0,1.0,8.0,0.8,0.68,8.5,0.59
sharp,dull,7.0,0.73,0.86,0.84,0.59,0.89,8.0,6.5,7.0,0.0,6.0,0.79,0.85,7.5,0.71
quick,rapid,9.0,0.89,0.88,0.88,0.86,0.93,9.0,9.0,8.0,1.0,8.0,0.91,0.96,8.5,0.68
dumb,foolish,9.0,0.87,0.9,0.84,0.88,0.93,8.0,8.0,8.0,1.0,8.5,0.91,0.95,9.0,0.8
wonderful,terrific,9.0,0.89,0.92,0.87,0.88,0.9,9.0,9.0,8.0,1.0,8.0,0.96,0.86,8.5,0.88
strange,odd,9.0,0.78,0.9,0.84,0.94,0.94,9.0,9.0,9.0,1.0,8.5,0.95,0.83,9.0,0.82
happy,angry,1.0,0.54,0.56,0.34,0.45,0.32,2.0,4.0,0.0,0.0,2.0,0.74,0.24,5.5,0.49
narrow,broad,8.0,0.69,0.92,0.85,0.77,0.84,8.5,4.5,1.0,1.0,2.5,0.83,0.77,7.0,0.45
simple,easy,9.0,0.81,0.86,0.86,0.77,0.9,8.5,7.0,7.5,1.0,9.0,0.79,0.89,8.5,0.78
old,fresh,8.0,0.29,0.43,0.19,0.45,0.58,5.0,3.5,5.0,0.0,6.0,0.34,0.68,6.5,0.47
apparent,obvious,10.0,0.94,0.9,0.84,0.88,0.94,9.5,9.0,8.5,1.0,7.0,0.9,0.89,9.0,0.91
inexpensive,cheap,8.0,0.75,0.93,0.89,0.89,0.91,9.0,8.5,8.0,1.0,9.0,0.94,0.96,9.0,0.74
nice,generous,5.0,0.65,0.79,0.76,0.68,0.78,7.0,6.5,6.0,0.0,7.5,0.87,0.26,8.0,0.67
weird,normal,7.0,0.83,0.63,0.63,0.85,0.71,8.5,4.5,7.5,1.0,6.0,0.72,0.21,7.5,0.78
weird,odd,9.0,0.82,0.81,0.57,0.85,0.9,9.0,8.0,9.0,0.0,8.5,0.94,0.86,8.5,0.8
bad,immoral,9.0,0.65,0.69,0.69,0.74,0.74,8.0,6.0,7.0,1.0,7.5,0.78,0.63,8.0,0.77
sad,funny,2.0,0.48,0.39,0.48,0.42,0.52,5.5,4.0,5.0,0.0,4.0,0.72,0.14,1.0,0.34
wonderful,great,9.0,0.75,0.87,0.92,0.87,0.86,8.5,8.0,9.0,1.0,7.5,0.96,0.92,8.5,0.85
guilty,ashamed,7.0,0.77,0.82,0.85,0.74,0.95,8.5,8.5,7.0,1.0,6.0,0.84,0.5,9.0,0.66
beautiful,wonderful,9.0,0.85,0.84,0.85,0.74,0.81,8.5,8.5,8.0,1.0,8.0,0.92,0.81,9.0,0.65
confident,sure,6.0,0.82,0.84,0.78,0.74,0.84,8.5,7.5,5.5,1.0,8.0,0.88,0.83,9.0,0.83
dumb,dense,9.0,0.76,0.78,0.75,0.85,0.83,7.0,8.0,7.0,1.0,6.0,0.79,0.81,7.5,0.71
large,big,9.0,0.89,0.95,0.84,0.86,0.92,9.0,8.0,8.5,1.0,8.5,0.89,0.71,8.5,0.85
nice,cruel,1.0,0.48,0.55,0.54,0.42,0.29,3.0,5.5,5.0,0.0,4.0,0.78,0.15,3.0,0.53
impatient,anxious,5.0,0.69,0.87,0.74,0.83,0.63,7.5,8.0,6.0,1.0,7.5,0.8,0.71,8.5,0.65
big,broad,8.0,0.74,0.79,0.76,0.77,0.87,8.5,6.5,6.0,0.0,7.0,0.88,0.78,8.5,0.73
strong,proud,5.0,0.25,0.86,0.62,0.16,0.74,7.5,8.0,5.0,0.0,5.0,0.83,0.09,7.0,0.58
unnecessary,necessary,9.0,0.73,0.87,0.76,0.93,0.93,8.0,9.0,8.5,1.0,7.0,0.9,0.82,8.5,0.78
restless,young,2.0,0.32,0.73,0.61,0.44,0.29,5.0,4.5,3.0,0.0,2.0,0.75,0.06,0.01,0.38
dumb,intelligent,2.0,0.55,0.81,0.53,0.64,0.41,6.0,5.5,4.0,0.0,3.5,0.15,0.8,8.5,0.18
bad,great,1.5,0.1,1.0,2.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.43,0.2,1.14,1.0
difficult,simple,1.0,0.08,1.0,1.0,1.0,0.05,0.1,0.1,0.2,0.08,1.0,1.67,0.1,3.11,1.0
necessary,important,2.5,0.9,1.0,4.0,1.0,0.7,0.6,0.4,0.6,0.35,0.67,4.08,0.6,4.79,0.75
bad,terrific,1.75,0.05,0.0,1.0,0.0,0.4,0.1,0.2,0.1,0.05,0.33,1.14,0.1,3.16,0.0
mad,glad,2.0,0.15,0.0,3.0,0.0,0.2,0.2,0.2,0.4,0.15,0.0,2.5,0.1,1.86,0.0
honest,guilty,1.0,0.03,0.0,1.0,0.0,0.05,0.2,0.1,0.1,0.05,0.0,0.0,0.1,1.04,0.0
easy,tough,1.0,0.15,0.0,2.0,0.0,0.2,0.1,0.2,0.2,0.12,0.0,1.0,0.1,2.79,0.0
easy,flexible,0.75,0.6,0.0,1.0,0.0,0.3,0.3,0.1,0.1,0.08,0.0,0.0,0.1,2.13,0.0
certain,sure,4.0,0.6,1.0,4.0,1.0,0.8,0.8,0.7,0.3,0.6,1.0,6.67,0.4,7.26,1.0
essential,necessary,3.5,0.8,1.0,5.0,1.0,0.9,0.7,0.8,0.7,0.85,0.5,5.0,0.8,5.2,0.75
different,normal,1.25,0.05,0.0,2.0,1.0,0.3,0.1,0.2,0.2,0.18,0.0,2.5,0.1,2.44,0.0
sly,clever,3.0,0.6,0.0,2.0,1.0,0.4,0.3,0.3,0.5,0.2,0.67,2.5,0.4,7.43,0.0
crucial,important,3.25,0.85,1.0,5.0,1.0,0.8,0.7,0.8,0.7,0.47,0.67,5.0,0.7,7.11,0.75
harsh,cruel,3.0,0.7,1.0,4.0,1.0,0.6,0.7,0.6,0.6,0.6,1.0,4.0,0.3,7.0,0.0
childish,foolish,3.25,0.75,1.0,4.0,1.0,0.8,0.6,0.5,0.5,0.6,1.0,5.0,0.6,5.78,1.0
scarce,rare,4.0,0.85,1.0,4.0,1.0,0.7,0.8,0.4,0.7,0.55,1.0,5.71,0.6,7.01,1.0
friendly,generous,3.0,0.5,1.0,2.0,1.0,0.6,0.1,0.4,0.4,0.3,0.0,0.0,0.3,4.62,0.0
fragile,frigid,0.5,0.1,0.0,1.0,0.0,0.1,0.1,0.1,0.1,0.05,0.0,1.67,0.1,2.14,0.0
long,narrow,2.0,0.05,0.0,2.0,0.0,0.3,0.3,0.4,0.4,0.22,0.0,2.5,0.4,3.12,0.0
big,heavy,3.5,0.6,0.0,4.0,0.0,0.6,0.1,0.7,0.4,0.45,0.0,0.0,0.3,4.51,0.0
rough,frigid,0.5,0.05,0.0,1.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,1.67,0.2,2.13,0.0
bizarre,strange,4.0,0.85,1.0,5.0,1.0,0.9,0.8,0.8,0.7,0.85,1.0,3.33,0.8,7.04,1.0
illegal,immoral,3.0,0.6,0.0,4.0,1.0,0.7,0.8,0.7,0.8,0.4,0.33,5.0,0.5,4.23,0.0
bad,guilty,0.5,0.03,0.0,1.0,0.0,0.2,0.1,0.1,0.1,0.05,0.33,0.0,0.1,1.58,0.0
modern,ancient,1.0,0.05,0.0,2.0,0.0,0.1,0.1,0.3,0.3,0.05,0.0,2.5,0.2,1.8,0.0
new,ancient,0.75,0.03,0.0,1.0,0.0,0.1,0.1,0.2,0.3,0.05,0.0,2.5,0.3,1.79,0.0
dull,funny,0.5,0.13,1.0,1.0,0.0,0.3,0.1,0.1,0.2,0.05,0.0,1.67,0.3,2.63,0.0
happy,young,1.0,0.1,0.0,1.0,0.0,0.3,0.1,0.2,0.2,0.1,0.0,2.5,0.2,1.8,0.0
easy,big,1.0,0.05,0.0,1.0,0.0,0.2,0.1,0.1,0.1,0.05,0.2,0.0,0.1,1.85,0.0
great,awful,1.5,0.1,1.0,2.0,1.0,0.4,0.2,0.2,0.2,0.2,0.0,1.25,0.1,4.19,0.0
tiny,huge,3.0,0.2,1.0,2.0,1.0,0.7,0.7,0.7,0.2,0.3,0.0,3.33,0.6,2.37,0.0
polite,proper,3.0,0.75,1.0,2.0,1.0,0.7,0.8,0.5,0.5,0.55,1.0,3.33,0.5,5.13,0.0
modest,ashamed,2.0,0.75,0.0,1.0,1.0,0.8,0.2,0.2,0.2,0.1,0.0,3.33,0.4,2.56,0.0
exotic,rare,3.5,0.45,1.0,4.0,1.0,0.7,0.8,0.5,0.5,0.2,1.0,3.33,0.5,4.76,1.0
dumb,clever,1.5,0.05,1.0,1.0,1.0,0.4,0.3,0.3,0.3,0.1,0.0,1.67,0.3,3.95,0.0
delightful,wonderful,3.75,0.9,1.0,5.0,1.0,0.9,0.9,0.9,0.7,0.7,1.0,6.67,0.7,6.86,1.0
noticeable,obvious,4.0,0.9,1.0,4.0,1.0,0.7,0.8,0.8,0.6,0.7,1.0,5.0,0.6,7.02,1.0
afraid,anxious,4.0,0.4,1.0,3.0,1.0,0.7,0.5,0.5,0.7,0.4,0.67,4.0,0.5,6.75,1.0
formal,proper,3.5,0.75,1.0,3.0,1.0,0.7,0.8,0.5,0.5,0.5,0.67,5.0,0.5,5.63,0.0
dreary,dull,2.5,0.6,1.0,4.0,1.0,0.2,0.7,0.7,0.3,0.55,1.0,2.5,0.2,3.33,1.0
delightful,cheerful,3.75,0.8,0.0,4.0,0.0,0.7,0.8,0.8,0.5,0.7,0.67,5.0,0.6,6.2,0.0
unhappy,mad,1.0,0.1,0.0,2.0,0.0,0.1,0.1,0.3,0.2,0.1,1.0,1.25,0.3,1.65,0.0
sad,terrible,1.0,0.15,1.0,3.0,1.0,0.6,0.3,0.7,0.1,0.05,0.0,3.33,0.3,3.61,0.0
sick,crazy,2.0,0.15,0.0,3.0,1.0,0.6,0.3,0.4,0.4,0.1,0.0,1.25,0.2,4.21,0.0
violent,angry,3.5,0.65,1.0,2.0,1.0,0.7,0.7,0.7,0.6,0.5,0.33,5.0,0.5,3.97,1.0
laden,heavy,3.0,0.65,1.0,3.0,1.0,0.6,0.5,0.4,0.7,0.1,1.0,0.0,0.3,4.53,1.0
dirty,cheap,2.0,0.2,1.0,1.0,1.0,0.2,0.2,0.3,0.5,0.45,0.0,3.33,0.4,1.78,0.0
elastic,flexible,3.75,0.75,1.0,5.0,1.0,0.7,0.9,0.8,0.8,0.8,1.0,5.0,0.7,6.47,1.0
hard,dense,1.5,0.15,1.0,3.0,1.0,0.6,0.1,0.6,0.6,0.35,0.0,3.33,0.3,3.24,1.0
recent,new,2.75,0.6,1.0,4.0,1.0,0.8,0.7,0.7,0.5,0.65,0.2,6.67,0.6,3.73,1.0
bold,proud,3.5,0.3,0.2,0.0,1.0,1.0,1.0,1.0,2.0,0.1,1.77,1.91,2.0,0.1,2.5
sly,strange,2.5,0.1,0.1,0.0,0.0,0.0,0.2,0.0,1.05,0.05,0.0,1.0,0.0,0.2,1.5
strange,sly,2.5,0.1,0.1,0.0,0.0,0.0,0.2,0.0,1.05,0.05,0.0,1.0,0.0,0.2,1.5
dumb,rare,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.04,0.04,0.0,1.0,0.0,0.1,1.5
sly,tough,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.02,0.0,1.0,0.0,0.1,1.5
terrific,mad,1.0,0.1,0.1,0.67,0.0,0.0,0.1,0.0,1.0,0.03,0.0,1.0,0.0,0.1,3.0
modest,flexible,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.02,0.0,1.0,0.0,0.1,1.5
fresh,wide,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.07,0.0,1.0,0.0,0.1,1.5
huge,dumb,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.04,0.05,0.0,1.0,0.0,0.1,1.5
large,flexible,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.03,0.0,1.0,1.0,0.1,2.5
dirty,narrow,2.5,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.03,0.0,1.0,1.0,0.1,1.5
wife,husband,5.5,8.9,0.1,10.0,1.0,10.0,10.0,1.0,2.1,0.1,0.0,1.91,10.0,0.1,9.0
book,text,2.5,0.1,0.1,0.0,0.0,5.0,0.1,0.0,1.0,0.08,0.0,1.0,2.0,0.1,2.5
groom,bride,6.0,8.9,0.1,10.0,1.0,10.0,10.0,1.0,2.0,0.1,0.0,1.91,10.0,0.1,9.0
night,day,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.05,0.05,0.0,1.91,0.0,0.1,6.0
south,north,6.5,8.9,0.1,10.0,1.0,10.0,10.0,1.0,2.1,0.1,0.0,1.91,10.0,0.1,9.0
plane,airport,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.03,0.0,1.0,3.0,0.1,1.5
uncle,aunt,5.5,8.9,0.1,10.0,1.0,10.0,10.0,1.0,2.1,0.1,0.0,1.91,10.0,0.1,9.0
horse,mare,5.0,8.9,0.4,10.0,1.0,10.0,10.0,1.0,2.1,0.1,0.0,1.91,9.0,0.1,9.0
bottom,top,6.0,8.9,0.1,10.0,1.0,0.0,10.0,1.0,2.1,0.1,0.0,1.91,10.0,0.1,9.0
friend,buddy,6.0,8.9,0.2,9.33,1.0,10.0,10.0,1.0,2.1,0.1,4.0,1.91,6.0,0.1,8.0
student,pupil,6.5,8.9,0.4,10.0,1.0,10.0,10.0,1.0,2.1,0.1,6.0,1.91,9.0,0.1,8.0
world,globe,4.0,8.9,0.5,8.0,0.0,0.0,0.1,0.0,2.1,0.06,0.0,1.91,3.0,0.1,8.0
leg,arm,2.5,8.9,0.4,5.67,0.0,0.0,0.1,1.0,2.1,0.1,0.0,1.91,2.0,0.1,5.0
plane,jet,3.5,0.1,0.4,0.0,0.0,0.0,0.1,0.0,1.04,0.05,0.0,1.91,6.0,0.1,2.0
woman,man,5.0,8.9,0.5,10.0,1.0,10.0,10.0,1.0,2.1,0.1,0.0,1.91,10.0,0.1,8.0
horse,colt,4.5,0.1,0.5,10.0,1.0,0.0,0.1,0.0,2.0,0.1,0.0,1.91,5.0,0.1,5.0
actress,actor,5.5,8.9,0.3,10.0,1.0,10.0,10.0,1.0,2.1,0.1,6.67,1.91,9.0,0.1,9.0
teacher,instructor,5.5,8.9,0.4,6.33,1.0,10.0,0.1,0.0,2.1,0.07,6.0,1.91,7.0,0.1,8.0
movie,film,6.0,8.9,0.3,8.0,1.0,10.0,10.0,1.0,2.1,0.1,9.5,1.91,9.0,0.1,9.0
bird,hawk,2.5,0.1,0.4,8.0,0.0,0.0,0.1,0.0,2.0,0.04,4.0,1.91,6.0,0.1,5.0
word,dictionary,2.5,0.1,0.2,7.0,0.0,0.0,0.1,0.0,1.0,0.07,0.0,1.91,1.0,0.1,3.0
money,salary,2.0,0.1,0.1,3.0,0.0,0.0,0.1,0.0,1.0,0.05,0.0,1.91,1.0,0.1,3.0
dog,cat,1.0,0.1,0.5,8.0,0.0,0.0,0.1,0.0,2.1,0.08,0.0,1.91,1.0,0.1,5.0
area,region,7.0,8.9,0.5,7.33,1.0,10.0,10.0,1.0,1.0,0.1,0.0,1.91,6.0,0.1,6.0
navy,army,3.5,8.9,0.6,0.0,1.0,0.0,10.0,1.0,2.1,0.1,0.0,1.91,6.0,0.1,4.0
book,literature,3.5,0.1,0.3,8.0,0.0,0.0,0.1,0.0,1.0,0.07,2.25,1.0,3.0,0.1,3.0
clothes,closet,4.5,8.9,0.3,0.0,1.0,0.0,10.0,1.0,1.0,0.1,0.0,1.91,1.0,0.1,2.5
sunset,sunrise,5.0,8.9,0.6,10.0,1.0,10.0,10.0,1.0,2.0,0.1,1.67,1.91,10.0,0.1,7.5
child,adult,5.5,8.9,0.7,10.0,1.0,0.0,10.0,1.0,2.1,0.1,0.0,1.91,2.0,0.1,6.5
cow,cattle,5.5,8.9,0.7,7.0,1.0,0.0,10.0,1.0,2.1,0.1,3.0,1.91,7.0,0.1,6.5
book,story,2.5,0.1,0.3,6.67,0.0,0.0,0.1,0.0,1.05,0.1,3.0,1.0,2.0,0.1,4.5
winter,summer,5.5,8.9,0.7,9.33,1.0,0.0,10.0,1.0,2.1,0.1,1.0,1.91,10.0,0.1,8.5
taxi,cab,6.0,8.9,0.4,10.0,1.0,10.0,10.0,1.0,2.1,0.1,0.0,1.91,9.0,0.1,6.0
tree,maple,2.5,0.1,0.3,0.0,0.0,0.0,0.1,0.0,1.0,0.05,0.0,1.91,2.0,0.1,3.0
bed,bedroom,4.5,8.9,0.3,7.5,1.0,0.0,10.0,1.0,2.0,0.1,3.5,1.91,8.0,0.1,7.5
roof,ceiling,1.0,8.9,0.4,2.0,1.0,0.0,10.0,0.0,2.1,0.1,0.0,1.91,2.0,0.1,6.5
disease,infection,4.0,8.9,0.5,6.67,1.0,0.0,0.1,0.0,2.0,0.05,0.0,1.91,1.0,0.1,6.0
arm,shoulder,3.0,0.1,0.6,6.67,1.0,0.0,0.1,0.0,2.1,0.1,0.0,1.0,2.0,0.1,6.5
sheep,lamb,6.5,8.9,0.7,10.0,1.0,10.0,10.0,1.0,2.1,0.1,3.0,1.91,10.0,0.1,9.0
lady,gentleman,8.5,8.0,9.0,9.9,8.5,7.0,8.0,8.5,7.5,8.0,4.5,8.59,8.5,4.0,9.0
boat,anchor,2.0,2.0,1.0,2.51,2.5,2.0,2.0,3.0,3.0,2.0,2.0,2.25,0.5,1.0,2.0
priest,monk,6.0,7.0,6.0,7.4,7.0,6.0,5.0,6.0,6.0,7.0,5.0,6.5,8.0,5.0,6.0
toe,finger,7.5,5.0,6.0,6.88,5.0,7.0,7.0,6.0,6.5,5.0,8.0,1.94,7.5,7.0,7.0
river,stream,7.0,7.0,7.0,7.4,7.0,7.0,6.0,7.5,7.0,7.0,6.0,3.25,7.0,6.0,6.0
anger,fury,7.5,8.0,8.0,8.6,6.0,8.0,8.0,8.0,8.0,8.0,8.5,7.75,8.0,7.0,8.0
date,calendar,3.0,2.0,3.0,5.2,4.0,3.0,3.0,5.0,6.5,1.0,6.0,2.0,5.0,2.0,3.0
sea,ocean,8.5,9.0,9.0,9.26,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.75,9.0,9.0,9.0
second,minute,7.5,7.0,9.0,8.6,7.0,8.0,7.0,7.5,8.5,8.0,7.5,5.0,7.0,8.0,9.0
hand,thumb,5.0,2.0,4.0,4.2,3.5,4.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0
wood,log,7.5,7.0,8.0,8.6,6.5,7.0,8.0,8.0,8.5,6.0,6.5,6.5,8.0,3.0,8.0
mud,dirt,7.5,6.0,8.0,8.6,8.0,8.0,9.0,9.0,8.5,9.0,7.0,7.5,7.5,7.0,8.0
hallway,corridor,8.0,8.0,9.0,8.6,7.5,8.0,8.0,8.0,9.0,8.0,7.5,9.25,9.0,8.0,9.0
way,manner,5.0,6.0,4.0,6.26,6.0,5.0,5.0,6.5,6.0,6.0,5.5,7.0,7.0,5.0,6.0
mouse,cat,4.0,3.0,6.0,6.88,3.0,2.0,2.0,5.0,4.0,3.0,2.0,4.75,5.0,3.0,6.0
cop,sheriff,9.0,8.0,8.0,8.6,8.0,6.0,8.0,7.5,7.0,7.0,6.5,8.5,8.5,6.0,8.0
death,burial,7.5,6.0,6.0,4.0,8.5,8.0,7.0,7.0,8.5,8.0,2.0,7.5,7.0,3.0,7.0
music,melody,7.0,8.0,9.0,9.26,8.5,8.0,8.0,8.0,8.0,9.0,7.5,7.5,8.5,9.0,9.0
beer,alcohol,6.5,6.0,7.0,6.88,7.0,6.0,6.0,7.5,6.5,7.0,6.5,6.5,6.5,6.0,7.0
mouth,lip,6.5,6.0,7.0,7.4,6.5,7.0,6.0,6.0,7.5,7.0,8.0,5.5,8.5,6.0,8.0
storm,hurricane,6.0,8.0,8.0,7.4,8.0,7.0,9.0,7.5,8.0,9.0,5.5,7.5,6.0,8.0,8.0
tax,income,3.0,2.0,2.0,4.79,2.0,2.0,4.0,4.0,5.5,3.0,3.0,2.75,4.0,2.0,2.0
flower,violet,6.5,8.0,7.0,7.4,9.0,5.0,7.0,8.5,8.5,7.0,7.0,7.5,7.5,6.0,5.0
paper,cardboard,6.0,6.0,6.0,6.88,6.5,7.0,5.0,5.0,7.0,6.0,6.5,5.75,7.5,5.0,7.0
floor,ceiling,5.0,6.0,6.0,6.88,2.5,6.0,6.0,5.0,7.5,6.0,5.5,6.5,6.0,4.0,4.0
beach,seashore,8.0,8.0,9.0,7.4,9.0,7.0,8.0,9.0,8.5,8.0,8.0,8.0,9.0,8.0,9.0
rod,curtain,2.0,3.0,2.0,3.51,4.0,2.0,2.0,3.0,5.5,3.0,3.0,3.0,3.5,2.0,1.0
hound,fox,6.0,7.0,7.0,7.4,6.5,7.0,4.0,6.0,6.0,6.0,5.5,5.5,5.5,5.0,7.0
street,alley,6.0,7.0,6.0,6.88,7.5,7.0,7.0,7.5,8.0,8.0,6.5,5.0,6.5,6.0,7.0
boat,deck,6.0,4.0,5.0,5.2,6.0,4.0,4.0,6.0,5.5,2.0,6.5,5.5,6.5,3.0,4.0
car,horn,3.0,3.0,2.0,2.51,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,3.0
friend,guest,7.0,7.0,8.0,8.6,6.5,7.0,7.0,8.0,7.5,7.0,6.0,6.75,8.5,7.0,6.0
employer,employee,8.0,8.0,8.0,9.26,8.0,8.0,8.0,7.0,8.5,9.0,6.5,8.25,9.0,8.0,8.0
hand,wrist,4.5,5.0,5.0,5.2,4.0,5.0,5.0,4.0,5.5,4.0,4.5,1.25,5.0,5.0,4.0
ball,cannon,2.0,3.0,2.0,2.51,4.0,2.0,3.0,3.0,6.0,2.0,2.5,2.0,2.0,2.0,2.0
alcohol,brandy,7.0,7.0,8.0,8.6,8.5,7.0,8.0,8.5,8.5,8.0,6.5,8.0,8.5,7.0,8.0
victory,triumph,8.0,9.0,9.0,9.26,9.0,8.0,9.0,8.5,9.0,8.0,7.0,9.0,8.5,9.0,8.0
telephone,booth,4.5,5.0,6.0,6.88,6.5,5.0,3.0,4.0,6.0,5.0,5.5,4.25,6.5,3.0,7.0
door,doorway,7.5,8.0,7.0,7.4,5.5,6.0,7.0,8.0,8.0,6.0,5.5,7.75,6.0,6.0,8.0
motel,inn,8.0,7.0,8.0,6.26,7.0,6.0,6.0,7.5,8.0,9.0,5.5,7.75,8.5,7.0,6.0
clothes,cloth,6.5,7.0,7.0,6.88,7.5,7.0,8.0,7.5,8.5,5.0,7.5,7.0,7.5,7.0,5.0
steak,meat,7.5,7.0,7.0,7.4,7.0,6.0,7.0,7.0,8.5,7.0,7.5,7.75,8.5,8.0,7.0
nail,thumb,6.0,3.0,5.0,3.51,2.0,4.0,3.0,3.0,5.5,5.0,4.0,4.0,3.5,2.0,5.0
band,orchestra,6.0,8.0,8.0,9.26,8.0,7.0,7.0,7.5,7.5,8.0,7.5,6.5,7.5,7.0,8.0
book,bible,6.0,6.0,7.0,7.4,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.25,6.5,7.0,5.0
business,industry,6.0,7.0,6.0,7.4,7.5,7.0,6.0,6.5,7.5,5.0,6.5,4.75,6.5,7.0,6.0
winter,season,5.5,6.0,7.0,8.6,5.5,5.0,7.0,8.0,7.0,6.0,5.5,6.5,5.0,6.0,7.0
decade,century,6.5,8.0,5.0,8.6,7.5,2.0,5.0,6.5,7.5,7.0,5.5,3.75,3.5,4.0,6.0
alcohol,gin,6.5,6.0,8.0,7.4,8.5,6.0,7.0,8.5,6.5,8.0,5.0,8.5,8.0,7.0,7.0
hat,coat,5.0,6.0,5.0,6.26,4.0,4.0,4.0,7.0,6.5,5.0,4.0,6.0,6.0,5.0,5.0
window,door,2.0,1.0,0.15,7.5,1.55,3.17,2.5,3.0,2.0,0.1,1.0,2.0,2.0,2.0,2.0
arm,wrist,1.0,0.5,0.21,5.0,3.29,2.5,1.0,3.0,3.0,0.05,0.43,3.0,1.0,3.0,1.0
house,apartment,1.0,0.1,0.52,4.5,2.11,3.91,1.25,3.5,1.0,0.05,0.5,4.0,1.0,2.0,1.0
glass,crystal,2.0,0.8,0.77,6.0,2.82,4.21,4.0,4.5,2.0,0.6,0.75,5.0,3.0,6.0,5.0
wine,brandy,1.0,0.6,0.65,4.0,3.76,3.92,2.0,5.0,2.0,0.5,0.6,4.0,6.0,5.0,5.0
creator,maker,5.0,1.0,0.96,8.5,8.22,6.15,9.0,5.5,9.0,1.0,0.6,8.0,9.0,8.0,5.0
