word1,word2,similarity_score
bubbel,schuim,0.55
brood,meel,0.47
dood,tragedie,0.43
afwezigheid,aanwezigheid,0.92
pistool,kanon,0.26
gras,stro,0.36
bal,mand,0.36
slang,tuin,0.3
jongen,kind,0.44
kerk,koor,0.3
kleding,lade,0.25
toren,bel,0.29
vader,ouder,0.3
school,cijfer,0.22
ouder,volwassene,0.52
balk,gevangenis,0.29
auto,snelweg,0.32
woordenboek,definitie,0.49
deur,kelder,0.47
leger,legioen,0.55
metaal,aluminium,0.53
stoel,bank,0.26
wolk,mist,0.32
jongen,zoon,0.3
water,ijs,0.33
bed,deken,0.45
officier van justitie,advocaat,0.61
gebied,zone,0.41
bedrijf,onderneming,0.75
kleding,textiel,0.59
trui,jas,0.27
geld,vermogen,0.42
hand,voet,0.35
alcohol,cocktail,0.34
decimeter,centimeter,0.78
molecuul,atoom,0.5
lens,camera,0.51
maaltijd,diner,0.48
oog,traan,0.36
god,duivel,0.35
lus,riem,0.38
rat,muis,0.33
motor,aandrijving,0.46
auto,taxi,0.34
kat,leeuw,0.2
maat,omvang,0.48
werkelijkheid,verbeelding,0.57
deur,poort,0.62
kat,huisdier,0.26
blik,aluminium,0.33
botten,kaak,0.39
graan,tarwe,0.63
huis,sleutel,0.44
bloed,vlees,0.52
deur,gang,0.26
god,geest,0.38
vermogen,competentie,0.69
uitbundigheid,overvloed,0.6
bank,stoel,0.26
muur,baksteen,0.43
hoorn,trommel,0.39
orgaan,lever,0.32
kracht,macht,0.63
zin,woord,0.47
muziekgroep,parade,0.2
buik,taille,0.37
wolk,storm,0.44
vreugde,trots,0.29
lawaai,gerammel,0.2
regen,mist,0.31
bier,drank,0.62
man,oom,0.42
appel,sap,0.35
intelligentie,logica,0.31
communicatie,taal,0.49
nerts,bont,0.35
bende,menigte,0.32
oever,kust,0.41
pijpleiding,kabel,0.32
vogel,kalkoen,0.41
bed,wieg,0.32
competentie,vermogen,0.69
wolk,nevel,0.36
avondeten,maaltijd,0.67
balk,kooi,0.36
water,zout,0.31
gevoel,intuïtie,0.55
situatie,omstandigheid,0.73
misdaad,diefstal,0.57
stijl,mode,0.36
rand,grens,0.3
arm,lichaam,0.29
boot,auto,0.45
broodje,lunch,0.38
bruid,prinses,0.49
heldin,held,0.54
auto,meter,0.34
insect,bij,0.29
kinderbed,wieg,0.4
dier,persoon,0.49
marihuana,kruid,0.34
bed,ziekenhuis,0.33
wang,tong,0.38
cd,computer,0.42
bocht,hoek,0.53
gras,mos,0.32
school,wet,0.29
voet,hoofd,0.53
moeder,beschermer,0.38
orthodontist,tandarts,0.52
alcohol,whisky,0.49
mond,tand,0.31
ontbijt,spek,0.3
badkamer,slaapkamer,0.63
bord,kom,0.33
vlees,brood,0.46
lucht,helium,0.43
arbeider,werkgever,0.52
lichaam,borst,0.38
zoon,vader,0.25
hart,operatie,0.15
vrouw,secretaresse,0.47
man,vader,0.35
strand,eiland,0.35
verhaal,onderwerp,0.55
spel,plezier,0.32
weekend,week,0.6
koppel,paar,0.53
vrouw,echtgenote,0.42
schaap,vee,0.29
portemonnee,tas,0.28
dak,kathedraal,0.26
boon,koffie,0.24
hout,papier,0.46
bovenkant,zijkant,0.64
misdaad,fraude,0.49
pijn,schade,0.56
minnaar,partner,0.27
avond,schemering,0.29
vader,dochter,0.24
wijn,likeur,0.3
koe,geit,0.39
geloof,mening,0.25
werkelijkheid,illusie,0.4
overeenkomst,voorwaarde,0.56
rijkdom,armoede,0.43
ongeval,noodgeval,0.42
strijd,verovering,0.44
vriend,leraar,0.53
ziekte,besmetting,0.57
spel,truc,0.35
broer,zoon,0.27
tante,neef,0.3
arbeider,monteur,0.37
dokter,orthodontist,0.39
eikenboom,esdoorn,0.61
bij,koningin,0.39
auto,fiets,0.29
doelwit,zoektocht,0.44
augustus,maand,0.28
leger,ploeg,0.43
wolk,weer,0.46
arts,dokter,0.21
ravijn,vallei,0.46
rivier,vallei,0.47
zon,lucht,0.23
doel,pijl,0.39
chocolade,taart,0.48
omstandigheid,situatie,0.73
mening,keuze,0.24
ritme,melodie,0.44
darm,zenuw,0.43
dag,dageraad,0.55
vee,rundvlees,0.29
dokter,professor,0.4
arm,ader,0.54
kamer,bad,0.22
onderneming,bedrijf,0.75
plezier,voetbal,0.21
heuvel,cliff,0.41
botten,enkel,0.33
appel,snoep,0.33
helper,huishulp,0.48
leider,manager,0.28
citroen,thee,0.24
bij,mier,0.32
basketbal,honkbal,0.48
rijst,boon,0.2
bed,meubels,0.33
emotie,passie,0.48
anarchie,chaos,0.46
misdaad,overtreding,0.59
machine,aandrijving,0.37
strand,zee,0.3
steeg,kom,0.27
pot,fles,0.31
kracht,vermogen,0.56
zaad,mosterd,0.48
gitaar,drumstel,0.45
mening,idee,0.17
noord,west,0.43
dieet,salade,0.37
moeder,vrouw,0.67
vader,moeder,0.34
kapitein,matroos,0.41
meter,decimeter,0.56
bier,champagne,0.46
motor,boot,0.42
kaart,brug,0.37
wetenschap,psychologie,0.55
zondaar,heilige,0.27
vernietiging,constructie,0.47
menigte,massa,0.41
strand,rif,0.42
man,kind,0.5
brood,kaas,0.36
kampioen,winnaar,0.6
feest,ceremonie,0.56
menu,bestelling,0.27
koning,prinses,0.54
rijkdom,aanzien,0.42
uithoudingsvermogen,kracht,0.42
gevaar,bedreiging,0.57
god,priester,0.27
mannen,broederschap,0.42
vriend,partner,0.5
leraar,helper,0.37
lichaam,buik,0.47
tong,keel,0.38
huis,tapijt,0.42
intelligentie,vaardigheid,0.61
reis,verovering,0.3
god,prooi,0.2
broer,ziel,0.26
tegenstander,rivaal,0.49
dood,ramp,0.28
monster,demon,0.46
dag,ochtend,0.35
man,winnaar,0.27
vriend,jongen,0.4
lied,verhaal,0.35
straal,zonneschijn,0.43
kerel,hengst,0.3
kip,rijst,0.26
doos,lift,0.25
boter,aardappel,0.4
appartement,meubels,0.48
meer,moeras,0.54
sla,azijn,0.21
bloem,bol,0.36
wolk,waas,0.52
chauffeur,piloot,0.51
suiker,honing,0.23
lichaam,schouder,0.44
idee,beeld,0.46
vader,broer,0.28
maan,planeet,0.38
bal,handschoen,0.27
rails,hek,0.29
kamer,bed,0.42
bloem,struik,0.46
botten,knie,0.44
arm,knie,0.34
onderkant,zijkant,0.74
vat,ader,0.42
kat,konijn,0.39
vlees,spek,0.29
geloof,begrip,0.49
intelligentie,inzicht,0.52
aandacht,interesse,0.42
houding,zelfvertrouwen,0.48
recht,rechtvaardigheid,0.51
argument,overeenkomst,0.28
diepte,omvang,0.56
medium,nieuws,0.21
winnaar,kandidaat,0.46
verjaardag,datum,0.31
vergoeding,betaling,0.62
bijbel,psalm,0.38
uitgang,deuropening,0.43
man,schildwacht,0.2
gangpad,hal,0.29
whisky,jenever,0.48
bloed,merg,0.33
olie,nerts,0.17
vloer,dek,0.42
dak,vloer,0.36
deur,vloer,0.56
schouder,hoofd,0.47
wagen,rijtuig,0.39
auto,rijtuig,0.25
elleboog,enkel,0.38
rijkdom,bekendheid,0.51
verdriet,schaamte,0.49
administratie,management,0.46
communicatie,gesprek,0.55
vervuiling,atmosfeer,0.51
anatomie,biologie,0.58
hogeschool,beroep,0.49
boek,onderwerp,0.46
formule,vergelijking,0.39
boek,informatie,0.43
jongen,partner,0.36
hemel,universum,0.34
bevolking,mensen,0.54
hogeschool,klas,0.4
leider,burgemeester,0.31
rabbijn,geestelijke,0.45
meter,centimeter,0.49
polyester,katoen,0.25
advocaat,bankier,0.38
viool,instrument,0.29
opslagplaats,hut,0.25
pot,huishoudelijk apparaat,0.26
linnen,stof,0.4
whisky,champagne,0.43
meisje,kind,0.38
hut,huisje,0.47
vogel,kip,0.28
raket,lawaai,0.26
zonsondergang,avond,0.62
motregen,regen,0.49
volwassene,baby,0.27
houtskool,kool,0.33
lichaam,ruggengraat,0.29
hoofd,nagel,0.36
boomstam,hout,0.4
lepel,beker,0.42
lichaam,zenuw,0.47
man,echtgenoot,0.3
botten,nek,0.31
frustratie,woede,0.44
rivier,zee,0.32
taak,beroep,0.37
vereniging,maatschappij,0.64
reflectie,afbeelding,0.55
prins,koning,0.54
sneeuw,weer,0.4
mensen,partij,0.46
jongen,broer,0.44
wortel,gras,0.32
wenkbrauw,oog,0.35
geld,parel,0.33
geld,diamant,0.38
voertuig,bus,0.37
taxi,bus,0.49
huis,schuur,0.46
vinger,handpalm,0.35
auto,brug,0.31
inspanning,moeilijkheid,0.3
feit,inzicht,0.26
beroep,management,0.17
kanker,ziekte,0.46
woord,krant,0.44
componist,schrijver,0.52
acteur,zanger,0.51
schuilplaats,hut,0.34
badkamer,keuken,0.59
cabine,hut,0.39
deur,keuken,0.54
waarde,geloof,0.46
wijsheid,intelligentie,0.64
onwetendheid,intelligentie,0.54
gelukkigheid,geluk,0.84
idee,plan,0.36
humeur,emotie,0.47
gelukkigheid,vrede,0.5
wanhoop,ongeluk,0.27
logica,rekenkunde,0.28
ontkenning,bekentenis,0.59
argument,kritiek,0.34
agressie,vijandigheid,0.57
hysterie,verwarring,0.42
scheikunde,theorie,0.51
juridische procedures,oordeel,0.46
comfort,veiligheid,0.33
zelfvertrouwen,zelf,0.4
visie,perceptie,0.55
tijdperk,decennium,0.44
biografie,fictie,0.5
discussie,argument,0.42
code,symbool,0.39
gevaar,ziekte,0.49
ongeval,ramp,0.24
reis,excursie,0.4
activiteit,beweging,0.61
roddel,nieuws,0.26
vader,god,0.36
actie,cursus,0.38
koorts,ziekte,0.47
luchtvaart,vlucht,0.64
spel,actie,0.35
molecuul,lucht,0.34
huis,toestand,0.45
woord,literatuur,0.41
volwassene,voogd,0.44
krant,informatie,0.35
communicatie,televisie,0.54
neef,oom,0.25
auteur,lezer,0.36
kerel,partner,0.35
gebied,hoek,0.42
ballade,lied,0.42
muur,decoratie,0.45
woord,pagina,0.42
verpleegster,wetenschapper,0.43
politicus,president,0.38
president,burgemeester,0.38
boek,essay,0.33
man,strijder,0.29
artikel,tijdschrift,0.45
ontbijt,avondeten,0.62
menigte,parade,0.35
gangpad,gang,0.51
leraar,rabbijn,0.55
heup,lip,0.37
boek,artikel,0.44
kamer,gevangeniscel,0.42
doos,kraampje,0.31
dochter,kind,0.37
ledemaat,been,0.33
lever,long,0.37
klaslokaal,gang,0.17
berg,richel,0.37
auto,lift,0.39
bed,bank,0.41
kleding,knoop,0.37
kleding,jas,0.18
nier,orgaan,0.31
appel,saus,0.28
kip,steak,0.26
auto,slang,0.22
tabak,sigaret,0.59
student,professor,0.43
baby,dochter,0.37
pijp,sigaar,0.33
melk,sap,0.24
doos,sigaar,0.23
appartement,hotel,0.42
beker,wafel,0.43
paard,os,0.2
keel,neus,0.35
botten,tanden,0.42
botten,elleboog,0.4
spek,boon,0.24
beker,pot,0.38
bewijs,feit,0.33
overeenkomst,afspraak,0.71
verjaardag,jaar,0.52
woord,referentie,0.48
auteur,maker,0.34
atoom,koolstof,0.44
aartsbisschop,bisschop,0.75
brief,paragraaf,0.34
pagina,paragraaf,0.45
kerktoren,kapel,0.48
spier,botten,0.32
spier,tong,0.34
jongen,soldaat,0.37
buik,onderbuik,0.72
kerel,meisje,0.34
bed,stoel,0.4
kleding,mantel,0.47
pistool,mes,0.22
blik,metaal,0.39
fles,container,0.27
kip,kalkoen,0.34
vlees,broodje,0.49
arm,botten,0.31
hals,ruggengraat,0.21
appel,citroen,0.26
lijden,verdriet,0.47
opdracht,taak,0.39
nacht,dageraad,0.47
diner,soep,0.38
kalf,stier,0.38
sneeuw,storm,0.32
nagel,hand,0.29
hond,paard,0.58
arm,hals,0.38
kogel,kanon,0.22
griep,koorts,0.49
vergoeding,salaris,0.56
zenuw,hersenen,0.55
beest,dier,0.48
diner,kip,0.27
meisje,dienstmeisje,0.57
kind,jongen,0.44
alcohol,wijn,0.49
neus,mond,0.23
weg,steeg,0.48
bel,deur,0.33
doos,hoed,0.36
geloof,indruk,0.4
vooroordeel,mening,0.19
aandacht,bewustzijn,0.56
woede,stemming,0.23
elegantie,stijl,0.51
schoonheid,leeftijd,0.36
boek,thema,0.39
vriend,moeder,0.52
vitamine,ijzer,0.48
auto,fabriek,0.25
verdrag,overeenkomst,0.73
hoofdstuk,keuze,0.37
rekenkunde,ritme,0.29
winnaar,aanwezigheid,0.3
geloof,bloem,0.35
winnaar,doel,0.41
truc,maat,0.4
keuze,neiging,0.49
volkslied,verovering,0.32
uithoudingsvermogen,muziekgroep,0.28
gevangenis,keuze,0.31
conditie,jongen,0.28
bloem,volharding,0.35
gat,overeenkomst,0.26
dokter,temperament,0.16
broederschap,deur,0.38
taak,vrouw,0.35
broederschap,honkbal,0.31
cent,maat,0.25
aanwezigheid,deur,0.37
muis,beheer,0.35
taak,snelweg,0.38
likeur,eeuw,0.27
taak,rietje,0.35
eiland,taak,0.26
nacht,hoofdstuk,0.38
vervuiling,president,0.11
pistool,truc,0.37
bad,truc,0.32
dieet,appel,0.23
cent,vrouw,0.22
hoofdstuk,staart,0.43
cursus,buik,0.32
volkslied,rietje,0.32
tandarts,kolonel,0.28
echtgenote,rietje,0.36
gat,vrouw,0.24
student,president,0.27
bad,vrouw,0.15
mensen,cent,0.25
formule,logaritme,0.38
vrouw,bont,0.34
appel,zonneschijn,0.21
pistool,dageraad,0.27
maaltijd,staart,0.38
camera,president,0.28
likeur,muziekgroep,0.23
buik,ader,0.26
pistool,bont,0.33
bank,honkbal,0.28
arbeider,camera,0.14
dek,muis,0.33
rijst,jongen,0.28
mensen,pistool,0.32
klif,staart,0.23
enkel,raam,0.32
prinses,eiland,0.27
container,muis,0.27
wagen,container,0.34
mensen,ballon,0.21
dollar,mensen,0.28
bad,ballon,0.21
buik,slaapkamer,0.36
fiets,slaapkamer,0.35
boomstam,bad,0.23
kom,staart,0.26
gaan,toestaan,0.42
nemen,stelen,0.42
luisteren,horen,0.82
denken,rationaliseren,0.44
plaatsvinden,voorkomen,0.54
voorbijgaan,verdwijnen,0.46
vermenigvuldigen,delen,0.53
pleiten,bedelen,0.58
beginnen,ontstaan,0.56
beschermen,verdedigen,0.61
doden,vernietigen,0.56
creëren,maken,0.64
accepteren,weigeren,0.63
negeren,vermijden,0.34
dragen,brengen,0.59
vertrekken,binnenkomen,0.5
kiezen,stemmen op,0.52
verliezen,falen,0.64
aanmoedigen,ontmoedigen,0.81
bereiken,volbrengen,0.64
maken,opbouwen,0.52
luisteren,gehoorzamen,0.58
delen,melden,0.46
ontvangen,geven,0.53
lenen,smeken,0.41
nemen,verkrijgen,0.54
adviseren,aanbevelen,0.65
imiteren,uitbeelden,0.39
winnen,slagen,0.51
denken,besluiten,0.57
groeten,ontmoeten,0.53
akkoord gaan,argumenteren,0.52
genieten,vermaken,0.64
vernietigen,maken,0.41
redden,beschermen,0.24
geven,lenen,0.49
begrijpen,weten,0.7
nemen,ontvangen,0.58
accepteren,erkennen,0.49
beslissen,kiezen,0.63
accepteren,geloven,0.62
houden,bezitten,0.59
rondzwerven,dwalen,0.53
slagen,falen,0.57
besteden,redden,0.28
vertrekken,gaan,0.53
komen,bijwonen,0.51
weten,geloven,0.65
verzamelen,ontmoeten,0.58
maken,verdienen,0.57
vergeten,negeren,0.43
vermenigvuldigen,toevoegen,0.47
krimpen,groeien,0.37
aankomen,komen,0.7
slagen,proberen,0.45
accepteren,ontkennen,0.62
aankomen,vertrekken,0.52
akkoord gaan,afwijken,0.49
sturen,ontvangen,0.48
winnen,domineren,0.57
toevoegen,verdelen,0.43
doden,wurgen,0.42
verwerven,krijgen,0.61
deelnemen,meedoen,0.83
vertrekken,achterblijven,0.57
gaan,komen,0.6
nemen,dragen,0.62
vergeten,leren,0.48
benoemen,kiezen,0.46
verloven,trouwen,0.51
vragen,bidden,0.27
gaan,sturen,0.49
nemen,leveren,0.58
spreken,luisteren,0.59
analyseren,evalueren,0.62
argumenteren,rationaliseren,0.54
verliezen,houden,0.48
vergelijken,analyseren,0.53
desorganiseren,organiseren,0.72
gaan,verkopen,0.43
nemen,bezitten,0.57
leren,luisteren,0.64
vernietigen,bouwen,0.44
creëren,bouwen,0.62
stelen,kopen,0.43
doden,ophangen,0.4
vergeten,weten,0.51
creëren,voorstellen,0.5
doen,gebeuren,0.53
winnen,bereiken,0.51
geven,weigeren,0.38
verdienen,nemen,0.52
krijgen,zetten,0.48
lokaliseren,vinden,0.4
verschijnen,bijwonen,0.47
weten,begrijpen,0.7
doen alsof,voorstellen,0.38
tevredenstellen,voldoen,0.56
koesteren,houden,0.47
argumenteren,verschillen,0.47
overwinnen,domineren,0.6
zich gedragen,gehoorzamen,0.5
samenwerken,deelnemen,0.61
bereiken,proberen,0.55
falen,ontmoedigen,0.44
beginnen,stoppen,0.56
zeggen,deelnemen,0.48
komen,brengen,0.57
bekendmaken,aankondigen,0.75
lezen,begrijpen,0.58
nemen,achterlaten,0.47
verkondigen,aankondigen,0.83
verwerven,verkrijgen,0.72
concluderen,beslissen,0.59
tevredenstellen,pleiten,0.43
argumenteren,bewijzen,0.69
vragen,pleiten,0.44
vinden,verdwijnen,0.45
inspecteren,examineren,0.8
controleren,rechtvaardigen,0.46
vermoeden,voorspellen,0.52
leren,evalueren,0.48
argumenteren,rechtvaardigen,0.66
maken,worden,0.6
ontdekken,ontstaan,0.58
bereiken,slagen,0.47
geven,plaatsen,0.45
begrijpen,luisteren,0.65
uitbreiden,groeien,0.66
lenen,verkopen,0.5
houden,beschermen,0.52
uitleggen,bewijzen,0.55
vermoeden,doen alsof,0.42
akkoord gaan,voldoen,0.61
vergeven,vergeten,0.53
verklaren,uitleggen,0.69
begrijpen,vergeven,0.52
herinneren,vergeten,0.66
krijgen,achterblijven,0.42
realiseren,ontdekken,0.61
nodig hebben,vragen,0.58
negeren,vragen,0.4
denken,informeren,0.43
afwijzen,vermijden,0.68
argumenteren,overtuigen,0.66
najagen,overtuigen,0.31
accepteren,vergeven,0.52
doen,stoppen,0.52
onderzoeken,herzien,0.38
discussiëren,uitleggen,0.51
verschuldigd zijn,lenen,0.43
verkennen,ontdekken,0.68
klagen,argumenteren,0.51
terugtrekken,afwijzen,0.59
houden,lenen,0.42
smeken,vragen,0.48
regelen,organiseren,0.69
verminderen,krimpen,0.38
spreken,erkennen,0.36
geven,uitlenen,0.46
doden,verdedigen,0.49
verdwijnen,krimpen,0.38
leveren,dragen,0.6
ademen,verstikken,0.27
erkennen,melden,0.44
worden,verschijnen,0.53
doen alsof,lijken,0.56
bereiken,worden,0.51
overnadenken,denken,0.54
bepalen,voorspellen,0.48
tevredenstellen,vermaken,0.58
blijven,behouden,0.53
doen alsof,uitbeelden,0.43
vergeten,onderhouden,0.46
willen,kiezen,0.5
verliezen,krijgen,0.55
proberen,denken,0.48
worden,lijken,0.52
vertrekken,negeren,0.38
accepteren,aanbevelen,0.55
vertrekken,zwerven,0.44
houden,geven,0.5
geven,toestaan,0.45
brengen,sturen,0.6
opnemen,leren,0.46
verwerven,vinden,0.5
vertrekken,verschijnen,0.47
creëren,vernietigen,0.49
beginnen,gaan,0.53
krijgen,kopen,0.64
verzamelen,opslaan,0.58
vervangen,herstellen,0.4
samenvoegen,toevoegen,0.59
samenvoegen,trouwen,0.49
accepteren,bezorgen,0.53
bijvoegen,samenvoegen,0.65
plaatsen,ophangen,0.46
gaan,binnenkomen,0.47
communiceren,bidden,0.2
geven,stelen,0.32
toevoegen,bouwen,0.51
brengen,herstellen,0.36
begrijpen,voldoen,0.61
belichamen,beslissen,0.42
organiseren,worden,0.5
geven,weten,0.49
zeggen,verifiëren,0.49
samenwerken,aansluiten bij,0.56
regelen,vereisen,0.33
lenen,willen,0.43
onderzoeken,streven,0.51
negeren,verkennen,0.36
brengen,klagen,0.4
binnentreden,verschuldigd zijn,0.34
belichamen,melden,0.39
herinneren,verkopen,0.45
opnemen,bezitten,0.49
samenvoegen,verwerven,0.51
sturen,bijwonen,0.49
verzamelen,bijwonen,0.52
opnemen,intrekken,0.57
bijwonen,aankomen,0.53
