word1,word2,similarity_score
intelligentie,inzicht,0.57
aandacht,interesse,0.39
houding,zelfvertrouwen,0.43
recht,rechtvaardigheid,0.48
argument,overeenkomst,0.24
diepte,omvang,0.48
medium,nieuws,0.24
winnaar,kandidaat,0.46
verjaardag,datum,0.29
vergoeding,betaling,0.57
bijbel,psalm,0.4
uitgang,deuropening,0.43
man,schildwacht,0.23
gangpad,hal,0.25
whisky,jenever,0.43
bloed,merg,0.21
olie,nerts,0.21
vloer,dek,0.37
dak,vloer,0.37
deur,vloer,0.51
schouder,hoofd,0.55
wagen,rijtuig,0.5
auto,rijtuig,0.27
elleboog,enkel,0.4
rijkdom,bekendheid,0.44
verdriet,schaamte,0.54
administratie,management,0.44
communicatie,gesprek,0.59
vervuiling,atmosfeer,0.46
anatomie,biologie,0.67
hogeschool,beroep,0.43
boek,onderwerp,0.47
formule,vergelijking,0.49
boek,informatie,0.48
jongen,partner,0.27
hemel,universum,0.43
bevolking,mensen,0.59
hogeschool,klas,0.29
leider,burgemeester,0.29
rabbijn,geestelijke,0.47
meter,centimeter,0.5
polyester,katoen,0.41
advocaat,bankier,0.36
viool,instrument,0.4
opslagplaats,hut,0.34
pot,huishoudelijk apparaat,0.22
linnen,stof,0.44
whisky,champagne,0.49
meisje,kind,0.28
hut,huisje,0.53
vogel,kip,0.26
raket,lawaai,0.35
zonsondergang,avond,0.52
motregen,regen,0.56
volwassene,baby,0.28
houtskool,kool,0.37
lichaam,ruggengraat,0.48
hoofd,nagel,0.43
boomstam,hout,0.56
lepel,beker,0.45
lichaam,zenuw,0.44
man,echtgenoot,0.22
botten,nek,0.25
frustratie,woede,0.59
rivier,zee,0.3
taak,beroep,0.46
vereniging,maatschappij,0.57
reflectie,afbeelding,0.46
prins,koning,0.59
sneeuw,weer,0.51
mensen,partij,0.43
jongen,broer,0.54
wortel,gras,0.36
wenkbrauw,oog,0.5
geld,parel,0.38
geld,diamant,0.39
voertuig,bus,0.33
taxi,bus,0.48
huis,schuur,0.56
vinger,handpalm,0.43
auto,brug,0.29
inspanning,moeilijkheid,0.43
feit,inzicht,0.25
beroep,management,0.18
kanker,ziekte,0.42
woord,krant,0.41
componist,schrijver,0.58
acteur,zanger,0.56
schuilplaats,hut,0.43
badkamer,keuken,0.62
cabine,hut,0.43
deur,keuken,0.51
waarde,geloof,0.52
wijsheid,intelligentie,0.62
onwetendheid,intelligentie,0.45
gelukkigheid,geluk,0.87
idee,plan,0.41
humeur,emotie,0.6
gelukkigheid,vrede,0.5
wanhoop,ongeluk,0.51
logica,rekenkunde,0.41
ontkenning,bekentenis,0.57
argument,kritiek,0.33
agressie,vijandigheid,0.63
hysterie,verwarring,0.46
scheikunde,theorie,0.43
juridische procedures,oordeel,0.37
comfort,veiligheid,0.34
zelfvertrouwen,zelf,0.49
visie,perceptie,0.59
tijdperk,decennium,0.58
biografie,fictie,0.45
discussie,argument,0.38
code,symbool,0.34
gevaar,ziekte,0.4
ongeval,ramp,0.23
reis,excursie,0.42
activiteit,beweging,0.6
roddel,nieuws,0.51
vader,god,0.38
actie,cursus,0.39
koorts,ziekte,0.56
luchtvaart,vlucht,0.69
spel,actie,0.43
molecuul,lucht,0.48
huis,toestand,0.34
woord,literatuur,0.38
volwassene,voogd,0.5
krant,informatie,0.39
communicatie,televisie,0.56
neef,oom,0.28
auteur,lezer,0.29
kerel,partner,0.27
gebied,hoek,0.38
ballade,lied,0.55
muur,decoratie,0.42
woord,pagina,0.41
verpleegster,wetenschapper,0.44
politicus,president,0.32
president,burgemeester,0.34
boek,essay,0.34
man,strijder,0.31
artikel,tijdschrift,0.51
ontbijt,avondeten,0.51
menigte,parade,0.25
gangpad,gang,0.41
leraar,rabbijn,0.52
heup,lip,0.34
boek,artikel,0.48
kamer,gevangeniscel,0.48
doos,kraampje,0.43
dochter,kind,0.28
ledemaat,been,0.2
lever,long,0.26
klaslokaal,gang,0.2
berg,richel,0.27
auto,lift,0.34
bed,bank,0.42
kleding,knoop,0.32
kleding,jas,0.19
nier,orgaan,0.24
appel,saus,0.33
kip,steak,0.25
auto,slang,0.23
tabak,sigaret,0.6
student,professor,0.47
baby,dochter,0.33
pijp,sigaar,0.54
melk,sap,0.27
doos,sigaar,0.41
appartement,hotel,0.39
beker,wafel,0.37
paard,os,0.19
keel,neus,0.36
botten,tanden,0.4
botten,elleboog,0.39
spek,boon,0.31
beker,pot,0.31
bewijs,feit,0.3
overeenkomst,afspraak,0.7
verjaardag,jaar,0.51
woord,referentie,0.42
auteur,maker,0.44
atoom,koolstof,0.54
aartsbisschop,bisschop,0.79
brief,paragraaf,0.34
pagina,paragraaf,0.43
kerktoren,kapel,0.44
spier,botten,0.4
spier,tong,0.35
jongen,soldaat,0.47
buik,onderbuik,0.81
kerel,meisje,0.42
bed,stoel,0.37
kleding,mantel,0.4
pistool,mes,0.17
blik,metaal,0.42
fles,container,0.34
kip,kalkoen,0.25
vlees,broodje,0.56
arm,botten,0.25
hals,ruggengraat,0.36
appel,citroen,0.38
lijden,verdriet,0.49
opdracht,taak,0.61
nacht,dageraad,0.48
diner,soep,0.34
kalf,stier,0.41
sneeuw,storm,0.28
nagel,hand,0.35
hond,paard,0.68
arm,hals,0.3
kogel,kanon,0.37
griep,koorts,0.59
vergoeding,salaris,0.52
zenuw,hersenen,0.53
beest,dier,0.53
diner,kip,0.23
meisje,dienstmeisje,0.62
kind,jongen,0.34
alcohol,wijn,0.45
neus,mond,0.22
weg,steeg,0.52
bel,deur,0.33
doos,hoed,0.45
geloof,indruk,0.45
vooroordeel,mening,0.25
aandacht,bewustzijn,0.55
woede,stemming,0.22
elegantie,stijl,0.62
schoonheid,leeftijd,0.41
boek,thema,0.46
vriend,moeder,0.53
vitamine,ijzer,0.47
auto,fabriek,0.3
verdrag,overeenkomst,0.79
hoofdstuk,keuze,0.41
rekenkunde,ritme,0.38
winnaar,aanwezigheid,0.33
geloof,bloem,0.44
winnaar,doel,0.4
truc,maat,0.25
keuze,neiging,0.5
volkslied,verovering,0.28
uithoudingsvermogen,muziekgroep,0.3
gevangenis,keuze,0.37
conditie,jongen,0.35
bloem,volharding,0.42
gat,overeenkomst,0.27
dokter,temperament,0.12
broederschap,deur,0.38
taak,vrouw,0.33
broederschap,honkbal,0.36
cent,maat,0.18
aanwezigheid,deur,0.4
muis,beheer,0.37
taak,snelweg,0.28
likeur,eeuw,0.31
taak,rietje,0.32
eiland,taak,0.32
nacht,hoofdstuk,0.35
vervuiling,president,0.11
pistool,truc,0.31
bad,truc,0.28
dieet,appel,0.31
cent,vrouw,0.2
hoofdstuk,staart,0.47
cursus,buik,0.33
volkslied,rietje,0.33
tandarts,kolonel,0.31
echtgenote,rietje,0.31
gat,vrouw,0.29
student,president,0.33
bad,vrouw,0.19
mensen,cent,0.24
formule,logaritme,0.48
vrouw,bont,0.38
appel,zonneschijn,0.3
pistool,dageraad,0.29
maaltijd,staart,0.4
camera,president,0.23
likeur,muziekgroep,0.31
buik,ader,0.18
pistool,bont,0.34
bank,honkbal,0.2
arbeider,camera,0.19
dek,muis,0.31
rijst,jongen,0.36
mensen,pistool,0.4
klif,staart,0.28
enkel,raam,0.37
prinses,eiland,0.42
container,muis,0.26
wagen,container,0.32
mensen,ballon,0.3
dollar,mensen,0.23
bad,ballon,0.29
buik,slaapkamer,0.35
fiets,slaapkamer,0.35
boomstam,bad,0.21
kom,staart,0.25
gaan,toestaan,0.45
nemen,stelen,0.38
luisteren,horen,0.67
denken,rationaliseren,0.46
plaatsvinden,voorkomen,0.53
voorbijgaan,verdwijnen,0.51
vermenigvuldigen,delen,0.53
pleiten,bedelen,0.46
beginnen,ontstaan,0.43
beschermen,verdedigen,0.69
doden,vernietigen,0.49
creëren,maken,0.63
accepteren,weigeren,0.54
negeren,vermijden,0.57
dragen,brengen,0.6
vertrekken,binnenkomen,0.4
kiezen,stemmen op,0.59
verliezen,falen,0.32
aanmoedigen,ontmoedigen,0.65
bereiken,volbrengen,0.51
maken,opbouwen,0.5
luisteren,gehoorzamen,0.65
delen,melden,0.44
ontvangen,geven,0.55
lenen,smeken,0.43
nemen,verkrijgen,0.49
adviseren,aanbevelen,0.77
imiteren,uitbeelden,0.56
winnen,slagen,0.48
denken,besluiten,0.46
groeten,ontmoeten,0.49
akkoord gaan,argumenteren,0.41
genieten,vermaken,0.55
vernietigen,maken,0.46
redden,beschermen,0.32
geven,lenen,0.5
begrijpen,weten,0.58
nemen,ontvangen,0.53
accepteren,erkennen,0.56
beslissen,kiezen,0.68
accepteren,geloven,0.53
houden,bezitten,0.52
rondzwerven,dwalen,0.74
slagen,falen,0.5
besteden,redden,0.32
vertrekken,gaan,0.52
komen,bijwonen,0.4
weten,geloven,0.55
verzamelen,ontmoeten,0.44
maken,verdienen,0.4
vergeten,negeren,0.39
vermenigvuldigen,toevoegen,0.48
krimpen,groeien,0.52
aankomen,komen,0.55
slagen,proberen,0.43
accepteren,ontkennen,0.55
aankomen,vertrekken,0.48
akkoord gaan,afwijken,0.42
sturen,ontvangen,0.47
winnen,domineren,0.55
toevoegen,verdelen,0.4
doden,wurgen,0.47
verwerven,krijgen,0.62
deelnemen,meedoen,0.83
vertrekken,achterblijven,0.5
gaan,komen,0.49
nemen,dragen,0.48
vergeten,leren,0.4
benoemen,kiezen,0.51
verloven,trouwen,0.63
vragen,bidden,0.23
gaan,sturen,0.48
nemen,leveren,0.45
spreken,luisteren,0.52
analyseren,evalueren,0.62
argumenteren,rationaliseren,0.56
verliezen,houden,0.43
vergelijken,analyseren,0.51
desorganiseren,organiseren,0.68
gaan,verkopen,0.46
nemen,bezitten,0.48
leren,luisteren,0.52
vernietigen,bouwen,0.43
creëren,bouwen,0.56
stelen,kopen,0.39
doden,ophangen,0.39
vergeten,weten,0.43
creëren,voorstellen,0.46
doen,gebeuren,0.56
winnen,bereiken,0.46
geven,weigeren,0.45
verdienen,nemen,0.4
krijgen,zetten,0.46
lokaliseren,vinden,0.56
verschijnen,bijwonen,0.46
weten,begrijpen,0.58
doen alsof,voorstellen,0.47
tevredenstellen,voldoen,0.53
koesteren,houden,0.6
argumenteren,verschillen,0.38
overwinnen,domineren,0.55
zich gedragen,gehoorzamen,0.52
samenwerken,deelnemen,0.54
bereiken,proberen,0.47
falen,ontmoedigen,0.23
beginnen,stoppen,0.52
zeggen,deelnemen,0.39
komen,brengen,0.45
bekendmaken,aankondigen,0.79
lezen,begrijpen,0.51
nemen,achterlaten,0.43
verkondigen,aankondigen,0.79
verwerven,verkrijgen,0.77
concluderen,beslissen,0.52
tevredenstellen,pleiten,0.34
argumenteren,bewijzen,0.64
vragen,pleiten,0.38
vinden,verdwijnen,0.42
inspecteren,examineren,0.74
controleren,rechtvaardigen,0.43
vermoeden,voorspellen,0.57
leren,evalueren,0.45
argumenteren,rechtvaardigen,0.64
maken,worden,0.54
ontdekken,ontstaan,0.51
bereiken,slagen,0.44
geven,plaatsen,0.52
begrijpen,luisteren,0.5
uitbreiden,groeien,0.53
lenen,verkopen,0.44
houden,beschermen,0.54
uitleggen,bewijzen,0.48
vermoeden,doen alsof,0.44
akkoord gaan,voldoen,0.49
vergeven,vergeten,0.6
verklaren,uitleggen,0.77
begrijpen,vergeven,0.52
herinneren,vergeten,0.57
krijgen,achterblijven,0.41
realiseren,ontdekken,0.55
nodig hebben,vragen,0.49
negeren,vragen,0.42
denken,informeren,0.43
afwijzen,vermijden,0.52
argumenteren,overtuigen,0.68
najagen,overtuigen,0.28
accepteren,vergeven,0.57
doen,stoppen,0.46
onderzoeken,herzien,0.49
discussiëren,uitleggen,0.48
verschuldigd zijn,lenen,0.45
verkennen,ontdekken,0.66
klagen,argumenteren,0.37
terugtrekken,afwijzen,0.5
houden,lenen,0.44
smeken,vragen,0.53
regelen,organiseren,0.65
verminderen,krimpen,0.52
spreken,erkennen,0.41
geven,uitlenen,0.51
doden,verdedigen,0.44
verdwijnen,krimpen,0.41
leveren,dragen,0.52
ademen,verstikken,0.54
erkennen,melden,0.5
worden,verschijnen,0.51
doen alsof,lijken,0.51
bereiken,worden,0.41
overnadenken,denken,0.65
bepalen,voorspellen,0.51
tevredenstellen,vermaken,0.51
blijven,behouden,0.55
doen alsof,uitbeelden,0.52
vergeten,onderhouden,0.33
willen,kiezen,0.5
verliezen,krijgen,0.45
proberen,denken,0.45
worden,lijken,0.54
vertrekken,negeren,0.39
accepteren,aanbevelen,0.48
vertrekken,zwerven,0.41
houden,geven,0.53
geven,toestaan,0.52
brengen,sturen,0.54
opnemen,leren,0.45
verwerven,vinden,0.41
vertrekken,verschijnen,0.44
creëren,vernietigen,0.45
beginnen,gaan,0.48
krijgen,kopen,0.61
verzamelen,opslaan,0.54
vervangen,herstellen,0.37
samenvoegen,toevoegen,0.57
samenvoegen,trouwen,0.49
accepteren,bezorgen,0.42
bijvoegen,samenvoegen,0.58
plaatsen,ophangen,0.57
gaan,binnenkomen,0.44
communiceren,bidden,0.15
geven,stelen,0.33
toevoegen,bouwen,0.44
brengen,herstellen,0.4
begrijpen,voldoen,0.41
belichamen,beslissen,0.31
organiseren,worden,0.41
geven,weten,0.49
zeggen,verifiëren,0.41
samenwerken,aansluiten bij,0.44
regelen,vereisen,0.44
lenen,willen,0.49
onderzoeken,streven,0.42
negeren,verkennen,0.55
brengen,klagen,0.27
binnentreden,verschuldigd zijn,0.36
belichamen,melden,0.28
herinneren,verkopen,0.38
opnemen,bezitten,0.42
samenvoegen,verwerven,0.42
sturen,bijwonen,0.39
verzamelen,bijwonen,0.39
opnemen,intrekken,0.49
bijwonen,aankomen,0.44
