word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
rijkdom,armoede,9.7,9.5,8.0,9.5,9.5,9.23,9.8,9.45,9.5,9.2,9.8,9.45,9.5,9.8,9.5
ongeval,noodgeval,8.0,8.0,8.0,8.5,7.0,7.5,7.5,8.5,8.5,8.5,8.0,7.0,8.5,8.5,9.0
strijd,verovering,6.5,6.5,6.25,6.2,6.25,7.5,5.5,6.5,7.5,6.5,6.5,6.25,6.25,6.2,6.5
vriend,leraar,0.2,2.5,1.2,1.0,1.25,2.5,2.3,1.25,1.2,2.5,2.5,2.5,1.2,2.5,2.5
ziekte,besmetting,8.2,7.8,6.56,7.5,7.6,7.8,7.5,5.6,8.2,6.5,8.5,8.75,7.8,7.5,7.5
spel,truc,2.5,1.8,0.2,2.5,3.2,1.8,1.27,3.25,2.6,0.1,1.2,0.1,0.2,1.56,0.12
broer,zoon,6.5,4.2,5.2,5.2,3.56,7.5,3.2,3.25,6.25,1.45,2.5,5.2,6.5,3.2,3.2
tante,neef,2.5,2.5,1.5,3.2,2.5,2.5,2.5,0.2,3.5,5.5,2.5,2.5,1.25,2.5,2.5
arbeider,monteur,7.2,7.5,7.2,6.5,6.25,6.25,6.25,5.23,7.5,7.5,6.25,6.25,6.24,6.2,6.25
dokter,orthodontist,6.5,6.5,6.5,7.5,7.5,6.75,5.0,6.5,7.5,4.2,5.0,6.5,6.5,7.5,8.5
eikenboom,esdoorn,5.0,6.5,6.5,6.0,7.5,4.2,3.2,6.22,8.0,1.2,6.25,6.5,7.5,6.25,3.5
bij,koningin,0.1,0.1,0.12,0.1,0.12,0.12,0.1,0.1,0.21,0.12,0.1,1.21,0.1,0.05,0.14
auto,fiets,0.15,2.5,3.0,4.5,0.25,4.25,0.4,5.2,0.43,2.5,2.5,0.3,3.25,2.0,0.2
doelwit,zoektocht,0.0,0.1,0.0,0.1,0.0,0.02,0.1,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.1
augustus,maand,2.15,1.23,1.24,1.2,0.17,2.56,1.25,2.5,0.12,0.05,1.2,2.5,1.41,1.2,0.1
leger,ploeg,3.0,3.2,2.5,3.2,2.33,2.5,2.5,2.5,0.1,0.0,2.5,5.0,2.5,3.5,3.2
wolk,weer,1.2,2.3,2.5,1.2,0.2,2.58,0.1,0.1,2.14,2.74,0.1,2.5,2.56,2.45,0.2
arts,dokter,9.5,9.0,9.0,9.5,9.0,9.5,9.5,9.5,9.8,9.0,9.5,9.5,9.5,9.0,9.8
ravijn,vallei,0.0,1.0,2.5,1.5,0.0,1.25,0.0,0.2,0.1,2.5,2.8,1.0,2.5,1.8,2.5
rivier,vallei,2.5,6.25,3.5,6.5,5.6,2.5,2.5,5.0,6.25,4.75,6.25,7.5,2.5,2.5,5.56
zon,lucht,3.75,0.12,2.4,4.5,2.35,0.15,1.2,3.67,3.22,0.2,6.58,0.15,2.5,3.21,3.25
doel,pijl,2.5,2.5,0.5,2.5,3.0,2.5,0.2,0.0,6.0,2.5,3.5,3.64,0.2,2.5,5.2
chocolade,taart,6.25,8.25,8.5,7.5,8.2,9.25,8.5,7.5,6.75,6.5,7.5,7.5,7.5,6.75,7.5
omstandigheid,situatie,7.5,7.5,8.5,8.5,7.5,7.5,8.5,7.5,8.5,7.5,8.5,8.5,8.5,8.5,7.5
mening,keuze,4.2,2.5,2.5,2.85,3.25,1.8,2.5,1.4,2.0,2.5,4.2,2.5,3.21,2.87,1.8
ritme,melodie,7.5,6.5,5.5,6.5,6.5,6.75,6.5,6.5,5.7,6.2,7.5,7.5,6.5,6.5,8.6
darm,zenuw,0.01,0.05,1.56,0.12,0.12,1.45,1.2,2.15,0.12,2.32,2.13,0.12,0.08,0.12,2.17
dag,dageraad,6.5,6.0,7.0,6.87,6.75,7.5,7.5,5.56,5.0,7.25,4.15,6.25,4.2,7.5,7.5
vee,rundvlees,8.5,7.5,7.5,7.0,8.75,7.5,9.0,7.5,7.5,6.5,8.5,8.2,7.5,8.0,7.5
dokter,professor,3.2,2.5,4.2,5.35,2.5,2.5,3.2,2.5,3.75,2.35,2.3,2.5,2.45,3.2,3.25
arm,ader,1.2,1.2,2.78,2.0,2.5,2.14,0.0,1.5,3.14,1.23,0.0,2.35,0.0,0.0,2.1
kamer,bad,2.5,0.2,2.18,3.2,2.0,0.3,2.54,3.25,3.2,0.15,2.9,3.21,2.5,2.5,3.2
onderneming,bedrijf,8.2,8.5,8.75,8.5,8.5,8.5,9.0,8.5,8.5,8.75,8.5,8.5,8.5,8.5,9.2
plezier,voetbal,1.52,0.2,0.12,0.2,0.3,2.5,2.5,2.1,2.6,0.15,1.5,0.2,0.2,0.15,0.05
heuvel,cliff,2.5,3.33,7.0,0.0,2.14,6.25,3.21,3.2,4.2,2.33,2.85,3.2,7.2,0.3,6.25
botten,enkel,1.25,2.35,2.4,2.5,2.5,3.42,0.32,2.5,2.76,2.1,2.5,2.5,2.5,0.4,2.0
appel,snoep,2.0,2.45,0.2,2.14,2.5,1.19,2.5,0.2,2.5,1.2,1.12,2.5,1.0,1.2,2.0
helper,huishulp,8.5,6.25,6.5,6.5,7.5,7.5,8.0,6.0,8.0,7.5,7.5,8.0,6.5,8.2,7.0
leider,manager,8.0,7.5,7.8,8.5,8.5,7.5,7.5,7.5,8.5,6.78,7.5,7.5,6.25,7.0,7.5
citroen,thee,2.5,2.5,0.1,0.2,0.2,2.75,1.4,1.05,2.5,0.0,2.58,0.0,1.73,2.65,2.5
bij,mier,8.5,7.0,8.1,8.0,3.5,5.0,5.0,8.5,5.0,0.2,8.75,6.5,8.0,6.25,8.0
basketbal,honkbal,9.0,9.0,9.0,9.0,9.5,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0
rijst,boon,2.56,2.0,2.5,0.0,1.2,0.2,2.5,2.5,2.14,2.5,3.2,2.0,2.5,0.2,0.13
bed,meubels,8.5,6.45,6.32,6.25,4.56,6.5,7.5,6.75,6.2,6.75,6.12,7.4,8.5,3.56,7.5
emotie,passie,5.5,6.75,7.5,7.5,6.25,7.5,7.5,6.25,7.5,6.5,5.8,7.5,6.25,6.5,6.2
anarchie,chaos,6.5,6.75,8.0,7.5,7.5,8.5,8.5,8.5,8.5,6.2,8.5,8.5,7.0,6.43,8.5
misdaad,overtreding,6.25,7.5,8.5,8.5,8.5,7.5,7.5,8.6,8.5,8.5,8.5,6.25,7.5,7.5,8.5
machine,aandrijving,3.47,2.55,1.8,2.58,6.2,3.67,6.25,0.43,1.79,3.56,2.54,3.45,2.58,1.76,0.15
strand,zee,8.5,8.0,7.5,7.5,8.5,8.5,8.5,8.5,7.8,8.5,8.6,8.5,8.75,7.5,8.5
steeg,kom,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pot,fles,2.5,4.35,0.3,2.56,2.6,3.75,5.0,0.2,1.43,2.5,2.5,2.5,2.5,2.5,2.25
kracht,vermogen,8.2,7.5,8.5,8.5,8.5,8.5,8.2,8.5,8.5,9.5,8.5,8.5,8.5,8.2,8.5
zaad,mosterd,0.0,3.0,2.01,2.5,2.14,1.1,3.2,3.21,1.2,2.5,2.0,2.5,0.1,0.28,2.5
gitaar,drumstel,0.26,0.25,3.2,5.27,0.45,4.12,0.1,0.2,0.2,7.5,6.25,3.2,6.25,0.6,7.5
mening,idee,6.2,6.5,7.5,4.55,7.2,4.5,3.75,6.42,5.5,5.21,6.25,3.45,6.5,5.0,5.0
noord,west,0.0,0.1,0.0,0.1,2.5,0.0,1.0,0.2,3.33,4.0,2.0,1.0,0.0,1.43,3.5
dieet,salade,0.1,0.2,1.2,0.15,1.2,2.5,0.2,1.2,0.29,1.7,1.2,0.2,0.25,2.4,2.5
moeder,vrouw,5.8,6.75,6.5,5.8,8.5,6.25,5.8,6.75,4.2,8.5,7.5,7.5,6.5,5.5,5.87
vader,moeder,8.5,9.8,9.8,7.5,9.8,9.8,9.5,9.6,8.75,8.7,9.6,8.5,9.5,8.5,9.0
kapitein,matroos,7.0,8.5,8.5,7.0,7.5,6.5,7.5,7.5,8.5,8.5,7.5,7.5,7.5,8.7,7.5
meter,decimeter,9.0,9.0,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,8.33,9.0,9.0,9.0,9.0
bier,champagne,2.5,1.23,1.25,1.2,0.25,0.3,1.23,3.0,3.2,0.12,2.1,0.25,2.14,2.5,0.2
motor,boot,0.0,2.5,1.29,2.5,1.25,2.5,2.5,1.5,2.5,2.5,2.5,2.4,2.5,2.5,2.67
kaart,brug,1.25,1.2,2.5,0.1,0.1,0.1,2.5,0.1,1.2,1.2,0.12,0.1,0.1,0.1,2.0
wetenschap,psychologie,4.2,7.8,7.2,7.86,7.85,7.8,5.87,6.8,5.8,6.75,5.8,6.75,7.89,6.58,6.75
zondaar,heilige,0.1,0.1,1.2,0.1,0.1,0.2,1.8,1.23,1.2,1.0,1.2,0.1,1.5,0.1,0.2
vernietiging,constructie,1.5,1.6,1.2,0.1,1.2,2.5,0.23,1.2,1.2,1.2,0.1,1.2,2.56,2.5,1.43
menigte,massa,7.5,5.5,6.5,7.5,5.5,6.2,7.5,5.67,5.67,7.5,5.0,7.5,6.5,1.5,7.5
strand,rif,2.5,2.5,3.43,1.2,2.5,2.5,2.5,2.5,2.5,2.5,2.45,2.5,4.2,3.25,3.5
man,kind,2.6,2.5,1.2,0.2,2.8,1.2,0.29,2.8,0.42,4.65,2.36,3.58,3.2,1.53,3.5
brood,kaas,2.5,2.5,2.8,2.5,2.65,2.5,1.5,2.56,2.5,2.5,3.2,2.5,2.55,2.5,2.5
kampioen,winnaar,8.5,8.5,8.5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,9.5
feest,ceremonie,5.0,7.5,7.5,5.45,7.25,6.25,4.56,7.5,6.13,6.25,6.25,6.75,5.5,6.5,6.25
menu,bestelling,0.15,0.2,3.2,2.0,2.5,0.3,0.3,1.2,2.5,1.5,0.25,0.2,1.8,2.5,0.17
koning,prinses,6.5,7.5,6.75,7.5,8.5,6.25,7.5,8.5,6.5,6.5,8.5,8.5,0.6,7.5,6.35
rijkdom,aanzien,3.25,0.2,0.2,0.15,0.1,0.2,0.2,2.5,0.1,0.15,3.2,0.15,2.5,0.2,0.2
uithoudingsvermogen,kracht,1.2,2.5,2.5,3.56,0.1,2.5,2.5,0.3,2.5,4.25,3.5,3.5,5.2,3.5,2.5
gevaar,bedreiging,8.5,8.5,8.5,8.5,8.5,8.5,8.5,7.5,7.5,8.5,8.5,9.0,9.0,9.2,7.5
god,priester,6.25,7.5,2.55,6.7,6.73,4.23,6.78,3.25,7.2,2.35,1.8,0.7,4.12,6.8,3.25
mannen,broederschap,0.39,2.55,3.12,1.36,3.56,2.56,1.84,3.5,0.24,2.1,1.23,2.36,2.58,2.56,2.57
vriend,partner,7.5,5.8,5.67,4.2,7.5,5.0,6.5,7.5,6.5,6.5,5.5,6.5,7.5,6.5,6.2
leraar,helper,1.8,3.2,1.5,2.5,2.6,2.5,3.2,2.5,2.0,5.2,0.33,2.5,1.23,3.25,3.2
lichaam,buik,8.6,7.8,8.2,7.5,8.5,8.2,8.75,7.5,8.5,8.5,8.5,7.8,7.5,8.2,8.5
tong,keel,4.2,4.2,6.23,6.25,6.25,6.25,5.6,5.0,6.25,7.5,6.25,6.5,5.2,3.4,2.5
huis,tapijt,0.2,2.15,0.1,0.2,0.1,0.1,1.2,2.5,1.2,2.5,0.1,2.43,2.08,2.5,2.5
intelligentie,vaardigheid,6.23,3.45,3.65,3.25,3.2,3.58,5.2,1.87,5.5,5.2,4.2,5.2,4.23,4.2,3.2
reis,verovering,0.1,0.1,0.0,0.1,2.4,2.12,2.56,0.1,0.1,0.1,0.09,2.56,0.1,1.2,2.15
god,prooi,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broer,ziel,2.12,0.1,0.2,0.01,0.08,2.1,0.03,0.0,0.12,0.1,1.85,0.1,0.05,1.42,1.52
tegenstander,rivaal,8.5,8.5,8.5,7.5,8.5,7.5,8.5,8.5,8.5,8.5,8.5,8.0,8.5,8.0,8.5
dood,ramp,0.15,3.5,1.2,2.55,0.23,2.45,3.21,1.25,1.23,2.35,2.45,3.5,2.05,2.5,0.2
monster,demon,7.0,6.0,7.5,7.0,7.0,5.0,7.5,7.0,6.0,5.0,7.5,7.5,6.0,7.5,8.0
dag,ochtend,5.0,6.25,6.25,6.25,6.0,5.5,6.25,7.0,7.5,6.5,7.5,8.0,6.25,8.0,7.5
man,winnaar,6.75,5.2,4.2,4.2,2.5,3.45,5.63,3.22,3.25,3.21,3.2,2.5,5.23,2.56,4.2
vriend,jongen,1.5,2.56,3.5,2.5,3.25,2.5,3.62,2.5,6.25,3.2,3.2,2.8,6.2,4.36,3.5
lied,verhaal,3.2,3.15,3.2,2.5,0.3,2.5,2.85,1.8,3.2,2.2,3.5,3.56,2.5,2.5,3.2
straal,zonneschijn,6.25,7.5,6.25,3.2,5.25,2.5,7.5,6.2,6.12,6.25,6.25,6.28,6.25,4.25,6.5
kerel,hengst,2.56,2.14,3.2,2.58,4.35,2.56,2.56,0.1,3.21,2.45,3.45,2.5,1.23,5.5,2.88
kip,rijst,1.23,2.5,2.0,2.0,1.2,1.2,2.0,3.2,2.5,2.18,2.0,2.0,2.5,2.0,2.5
doos,lift,1.5,0.0,0.1,2.5,1.2,2.5,2.0,0.0,1.2,0.0,0.0,2.5,2.15,0.0,0.0
boter,aardappel,1.5,1.2,2.0,0.2,1.2,0.1,0.15,0.2,2.5,1.2,2.5,0.2,2.7,2.5,0.2
appartement,meubels,1.2,0.08,0.15,0.23,0.1,1.23,1.2,0.26,2.56,0.27,0.1,1.2,0.06,0.0,1.53
meer,moeras,0.0,3.29,2.5,2.4,2.38,1.25,0.0,1.5,0.2,0.1,0.0,2.0,1.08,0.0,0.0
sla,azijn,0.0,0.2,2.43,0.0,1.22,0.0,0.0,1.2,0.05,2.1,0.3,0.0,1.23,1.2,0.1
bloem,bol,6.25,4.33,1.5,3.2,3.2,4.3,2.5,5.0,2.5,6.25,2.5,3.2,7.5,3.5,4.2
wolk,waas,2.0,6.25,2.0,1.67,2.5,0.0,2.67,1.2,2.0,2.87,0.0,2.5,1.8,2.0,0.0
chauffeur,piloot,5.27,6.73,6.2,6.73,0.12,6.32,6.2,6.78,6.72,6.78,6.78,7.52,6.75,6.74,5.23
suiker,honing,8.5,8.2,8.75,7.8,8.5,8.5,7.8,9.0,6.5,8.4,7.25,7.89,8.5,6.25,8.5
lichaam,schouder,6.21,7.25,6.2,6.2,3.56,5.2,3.2,5.23,3.2,5.2,0.45,6.25,4.2,3.45,4.5
idee,beeld,6.5,6.5,5.5,4.56,7.5,3.3,5.5,6.5,4.2,6.5,6.5,6.75,6.25,3.5,6.5
vader,broer,2.5,2.5,2.0,4.2,4.2,6.5,5.5,2.5,5.25,4.5,2.5,3.5,6.5,6.5,5.5
maan,planeet,2.5,1.2,2.5,3.0,0.36,2.5,2.5,4.25,6.5,3.2,2.5,6.25,2.5,5.0,2.5
bal,handschoen,1.2,2.5,2.5,2.5,1.2,2.5,1.5,1.2,1.2,1.2,1.25,0.12,1.5,0.2,0.1
rails,hek,2.0,2.0,2.56,0.0,0.0,2.5,2.0,3.2,2.0,2.5,1.0,2.0,2.0,2.0,2.5
kamer,bed,6.55,3.2,6.5,7.5,6.25,4.5,6.5,1.2,3.5,3.45,6.5,5.2,3.5,6.5,4.5
bloem,struik,2.5,2.0,4.2,6.25,2.5,3.42,3.2,3.45,3.2,6.5,4.2,3.56,2.75,6.25,6.22
botten,knie,2.46,1.24,2.58,0.64,1.2,2.26,2.14,2.53,2.5,1.8,2.12,2.33,2.05,0.45,2.5
arm,knie,1.33,2.1,1.15,2.5,0.12,2.15,0.11,2.23,1.5,0.05,2.67,0.1,2.2,2.4,2.1
onderkant,zijkant,0.67,6.15,7.5,6.5,5.0,7.2,6.5,7.8,5.0,5.0,7.5,7.5,6.0,8.0,6.25
vat,ader,1.2,1.2,1.83,0.0,0.0,1.5,1.2,0.0,2.0,0.0,1.23,0.0,1.67,1.2,0.0
kat,konijn,2.5,2.5,2.5,2.5,2.3,2.0,3.45,1.5,1.5,0.25,0.2,2.5,0.4,0.15,2.5
vlees,spek,8.5,6.5,7.8,7.5,6.25,6.25,6.5,6.5,7.5,7.2,7.2,7.5,7.5,7.5,7.5
geloof,begrip,0.2,3.25,1.25,1.2,0.1,2.0,1.6,2.43,2.5,1.43,0.2,0.1,0.2,2.5,0.1
intelligentie,inzicht,0.3,0.45,6.5,0.4,7.5,6.5,3.0,6.25,2.8,0.3,0.15,0.2,4.5,0.25,6.5
aandacht,interesse,6.25,7.8,8.5,7.5,8.5,7.5,7.2,8.5,6.5,7.5,7.2,7.5,8.75,8.75,7.8
houding,zelfvertrouwen,0.32,2.45,2.58,0.23,0.3,3.2,2.14,0.15,4.2,2.5,3.2,3.45,2.56,0.45,0.15
recht,rechtvaardigheid,7.5,8.5,7.5,7.5,7.5,6.45,6.5,8.5,7.5,8.5,8.5,7.5,7.8,6.5,7.5
argument,overeenkomst,0.1,2.4,0.0,2.5,0.1,0.0,1.22,2.67,1.2,0.0,2.45,0.14,0.0,0.1,0.0
diepte,omvang,3.14,2.5,0.0,2.0,2.12,1.0,2.0,3.33,2.14,0.0,0.1,1.8,0.1,1.45,0.2
medium,nieuws,2.5,2.5,1.5,2.5,2.5,0.2,0.3,2.5,0.5,2.5,1.5,2.5,3.5,0.2,2.43
winnaar,kandidaat,3.25,3.25,5.4,5.2,3.2,5.6,3.45,5.23,4.75,5.2,3.25,6.5,2.5,6.75,3.2
verjaardag,datum,6.25,6.67,8.5,6.5,2.5,8.5,5.5,6.5,8.5,5.5,6.75,8.5,8.0,7.5,3.5
vergoeding,betaling,8.5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,8.2,8.5,8.5,8.5,9.5,8.0,8.0
bijbel,psalm,5.8,0.65,1.23,2.5,6.5,0.2,6.75,3.12,6.5,3.5,5.82,6.78,4.6,2.45,6.5
uitgang,deuropening,6.0,6.0,7.5,5.5,7.5,7.5,6.5,6.5,5.5,5.0,6.25,6.5,7.5,6.5,6.0
man,schildwacht,1.23,3.12,0.2,2.54,2.56,1.2,2.64,2.12,5.23,3.45,2.58,1.8,2.45,2.5,2.7
gangpad,hal,2.0,1.5,3.0,3.5,3.5,2.75,3.75,2.0,2.5,2.5,2.5,0.1,3.5,1.8,3.5
whisky,jenever,8.5,8.5,8.5,8.5,8.0,8.5,8.5,8.56,8.5,8.5,8.2,7.5,8.5,7.5,6.0
bloed,merg,1.54,0.26,2.67,5.8,6.25,0.15,0.62,2.76,6.25,6.2,1.42,6.25,2.5,3.67,7.45
olie,nerts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vloer,dek,4.33,0.2,3.5,3.21,0.35,3.33,1.2,4.08,3.67,2.8,2.5,3.28,3.12,3.67,6.25
dak,vloer,0.1,0.1,1.2,2.0,1.2,1.2,2.5,1.2,1.67,2.5,2.5,1.2,2.8,1.2,2.31
deur,vloer,1.34,2.14,2.43,1.23,0.11,2.56,2.13,2.35,2.34,2.5,0.2,3.22,1.2,2.5,1.2
schouder,hoofd,0.06,3.2,0.4,3.25,5.2,6.25,6.25,0.45,0.1,6.5,0.2,4.2,4.25,4.2,3.75
wagen,rijtuig,9.0,8.5,8.5,8.5,8.0,8.5,8.5,8.0,7.5,8.0,6.5,8.5,8.2,9.0,9.0
auto,rijtuig,8.5,8.67,7.5,7.0,8.0,8.0,8.5,7.5,8.5,8.5,7.5,8.2,8.2,8.2,8.3
elleboog,enkel,0.15,0.25,3.21,6.25,7.5,8.2,2.5,3.42,0.0,7.5,8.75,4.5,2.5,4.5,0.22
rijkdom,bekendheid,1.2,0.21,1.2,1.25,1.21,2.58,0.21,1.2,0.1,0.0,0.1,0.0,0.12,0.0,1.74
verdriet,schaamte,0.22,6.25,2.75,0.25,0.45,0.25,0.21,6.12,5.23,6.2,0.25,0.12,7.25,0.12,0.38
administratie,management,4.25,6.5,7.8,6.25,6.8,5.6,7.3,6.5,7.5,7.5,7.5,6.8,7.0,6.25,7.8
communicatie,gesprek,7.5,7.5,6.5,8.2,8.75,7.5,7.5,7.5,8.5,6.5,8.0,8.5,7.5,8.75,7.8
vervuiling,atmosfeer,0.25,2.86,0.4,2.57,3.25,1.29,1.45,0.25,0.15,2.5,0.21,1.23,2.54,0.45,1.45
anatomie,biologie,0.45,6.75,6.25,4.56,2.56,2.87,0.32,1.91,3.21,2.15,5.6,3.52,1.8,2.15,0.33
hogeschool,beroep,1.2,2.5,0.15,0.24,0.15,2.5,3.25,2.5,1.5,0.2,0.2,0.1,0.0,1.2,2.5
boek,onderwerp,2.5,2.3,2.56,2.5,0.2,2.5,1.2,1.23,2.1,0.2,2.5,0.1,1.2,2.45,1.2
formule,vergelijking,7.5,8.2,7.5,8.5,6.5,8.5,7.5,7.5,9.2,7.5,7.5,6.75,5.5,6.5,5.5
boek,informatie,2.65,3.15,3.82,3.52,2.79,3.26,2.78,2.75,2.56,2.35,2.56,2.85,2.15,3.65,2.65
jongen,partner,1.2,0.1,1.23,0.0,1.23,1.2,1.2,2.45,1.2,1.23,1.2,1.2,0.1,1.4,2.08
hemel,universum,6.25,6.85,6.5,5.21,6.25,6.25,6.5,5.0,3.25,6.25,6.23,8.2,6.25,6.25,6.5
bevolking,mensen,9.2,8.75,8.5,8.5,8.5,8.5,8.5,8.57,9.5,8.45,9.2,8.65,8.5,8.5,8.7
hogeschool,klas,2.56,1.23,2.18,0.23,1.2,2.5,1.25,1.2,1.23,2.35,2.5,1.2,1.5,2.54,2.5
leider,burgemeester,4.2,7.8,6.25,3.5,6.2,2.5,3.2,5.8,3.25,3.45,2.5,3.2,6.5,6.5,3.25
rabbijn,geestelijke,5.2,8.5,6.32,6.12,6.75,7.25,3.5,8.25,8.5,7.5,9.25,5.63,6.5,3.45,6.75
meter,centimeter,9.0,9.0,9.0,9.0,9.0,8.0,8.5,9.0,8.0,8.0,9.0,8.33,8.5,8.0,8.5
polyester,katoen,2.56,0.23,7.5,5.34,0.32,2.56,5.2,1.8,8.32,0.33,1.82,5.8,0.23,2.44,1.24
advocaat,bankier,2.5,3.25,0.15,3.2,2.0,2.7,3.5,3.45,1.2,2.3,2.5,3.25,2.35,2.35,2.15
viool,instrument,6.78,6.57,5.2,3.8,6.42,5.67,7.82,7.5,6.23,6.75,6.58,6.25,7.2,6.2,6.2
opslagplaats,hut,1.52,0.15,0.15,0.45,2.5,1.23,1.2,1.11,1.24,0.2,3.2,2.56,0.25,2.15,2.45
pot,huishoudelijkapparaat,1.2,0.2,1.23,2.31,1.2,1.2,0.12,1.2,1.2,1.2,2.54,0.2,2.5,1.2,0.12
linnen,stof,8.5,7.5,7.2,7.5,7.5,7.5,6.12,8.5,6.5,7.5,8.5,8.75,8.0,8.5,8.5
whisky,champagne,0.0,0.0,0.2,2.5,3.21,1.23,0.15,0.1,0.0,3.2,0.0,0.1,0.25,1.9,1.2
meisje,kind,9.0,8.5,7.5,8.5,8.5,8.5,8.5,7.0,8.5,8.5,8.5,7.5,8.5,8.5,8.5
hut,huisje,8.55,8.5,7.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.65,9.0,8.5,9.0
vogel,kip,8.8,8.5,8.5,8.5,8.5,8.0,8.0,8.5,7.5,7.5,8.5,8.5,8.5,8.5,7.5
raket,lawaai,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zonsondergang,avond,3.75,6.5,0.4,4.5,6.5,4.5,5.5,2.5,7.5,7.5,7.5,4.2,2.5,7.5,5.5
motregen,regen,8.5,8.5,8.5,8.5,8.5,0.85,8.0,8.0,8.5,8.5,7.5,8.0,8.5,8.5,8.5
volwassene,baby,1.2,1.75,3.75,2.8,2.5,1.2,1.8,1.2,1.8,1.23,2.7,0.12,3.6,3.25,2.1
houtskool,kool,8.5,6.67,8.5,6.67,8.5,8.0,9.0,8.75,7.5,8.0,8.0,8.5,8.0,8.5,7.5
lichaam,ruggengraat,6.2,7.5,6.87,6.25,6.25,6.5,6.75,5.5,6.2,6.2,6.45,7.2,5.8,6.25,7.8
hoofd,nagel,0.13,0.11,2.17,0.1,1.25,0.2,0.14,0.12,0.18,0.05,1.12,0.21,0.15,1.67,0.15
