word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
verdrietig,grappig,2.35,1.0,1.0,1.0,1.5,1.0,2.5,1.0,1.5,1.0,2.0,1.5,1.0,1.5,2.0
prachtig,geweldig,9.32,9.0,9.5,9.5,9.0,8.0,8.22,8.5,9.5,9.0,8.5,9.0,9.0,9.0,9.5
schuldig,beschaamd,8.21,7.0,8.0,6.5,5.0,3.0,5.0,4.0,2.0,6.0,8.0,5.5,7.0,8.0,8.0
mooi,prachtig,8.76,8.0,9.0,8.5,8.0,8.0,7.56,8.0,8.5,8.0,8.0,8.0,9.0,8.5,8.5
zelfverzekerd,zeker,6.98,7.0,5.0,7.0,7.0,5.0,3.0,7.0,6.0,7.0,8.0,6.5,8.0,7.0,8.0
dom,onderontwikkeld,4.56,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.5,5.0,3.0,7.5,1.0,4.0,2.0
groot,flexibel,2.78,3.0,1.0,2.0,4.0,2.0,3.67,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0
aardig,wreed,1.1,0.15,0.35,1.09,1.51,0.31,2.44,1.2,0.02,0.84,1.73,0.45,0.1,1.0,0.5
ongeduldig,nerveus,6.0,0.27,0.33,4.0,3.19,0.45,6.5,4.77,0.03,6.11,3.16,0.61,0.65,2.0,5.5
groot,breed,3.65,0.75,0.33,5.0,6.25,0.78,4.0,5.0,0.08,3.28,6.73,0.64,0.5,3.0,3.0
sterk,trots,3.37,0.35,0.14,0.88,1.12,0.48,3.0,2.05,0.02,4.89,1.39,0.3,0.25,1.0,2.0
onnodig,noodzakelijk,3.56,0.12,1.3,1.54,1.75,0.24,2.5,2.04,0.05,2.81,3.03,0.56,0.1,1.0,1.0
onrustig,jong,1.95,0.18,0.2,0.67,1.21,0.34,2.0,1.34,0.04,1.62,1.22,0.42,0.4,1.0,0.5
dom,intelligent,1.05,0.05,0.2,0.25,4.51,0.08,2.5,1.49,0.01,6.44,1.67,0.17,1.0,1.0,1.0
slecht,geweldig,2.6,0.07,0.2,0.83,1.32,0.15,1.5,1.67,0.01,0.59,1.79,0.41,0.2,1.0,0.5
moeilijk,eenvoudig,2.5,0.21,0.2,2.83,7.85,0.07,6.0,1.57,0.01,6.06,7.33,0.43,0.2,1.0,1.5
noodzakelijk,belangrijk,6.58,0.42,0.33,2.25,5.23,0.62,2.0,5.0,0.05,4.91,2.52,0.65,0.5,5.0,2.5
slecht,verschrikkelijk,6.18,0.18,0.33,2.17,4.98,0.14,6.0,6.0,0.06,4.13,6.35,0.44,0.5,2.0,2.5
boos,blij,1.31,0.09,0.33,0.88,2.74,0.22,1.5,1.2,0.02,2.56,1.85,0.25,0.25,1.0,1.0
eerlijk,schuldig,1.45,0.13,0.3,0.47,1.02,0.36,2.2,1.83,0.04,0.94,1.43,0.35,0.1,1.0,1.5
makkelijk,zwaar,1.85,0.18,0.2,0.5,2.36,0.19,2.0,1.21,0.05,2.26,1.36,0.22,0.1,1.0,0.5
makkelijk,flexibel,6.0,0.39,0.1,1.93,3.14,0.51,3.5,3.0,0.03,3.99,3.0,0.47,0.2,2.0,3.0
stellig,zeker,7.01,0.21,0.13,2.89,3.17,0.41,2.5,4.0,0.07,4.21,3.23,0.55,0.8,2.0,4.5
essentieel,noodzakelijk,7.34,0.71,0.29,5.13,6.85,0.68,5.0,7.0,0.06,8.06,8.05,0.74,0.8,6.0,4.0
anders,normaal,2.0,0.07,0.3,2.67,4.25,0.16,2.0,2.05,0.02,2.52,1.9,0.33,0.1,1.0,1.5
sluw,slim,2.56,0.45,0.3,0.44,3.94,0.61,2.5,1.6,0.03,8.44,3.21,0.55,0.1,2.0,3.0
cruciaal,belangrijk,7.43,0.61,0.29,4.0,6.75,0.74,6.0,7.0,0.06,7.19,4.07,0.58,0.9,6.0,3.0
hard,wreed,2.2,0.21,0.32,0.57,1.51,0.52,3.0,1.24,0.04,1.39,2.73,0.35,0.1,2.0,3.5
kinderachtig,dwaas,7.12,0.48,0.33,5.0,7.21,0.64,3.5,5.0,0.05,6.3,7.06,0.61,0.8,3.0,4.5
zelden,zeldzaam,9.24,0.52,0.33,3.75,9.32,0.87,6.0,7.0,0.07,7.32,3.33,0.78,1.0,7.0,10.0
vriendelijk,vrijgevig,4.6,0.7,0.3,0.67,6.85,0.65,5.5,5.0,0.07,7.37,6.34,0.6,0.8,4.0,6.5
breekbaar,kil,1.21,0.22,0.1,0.33,0.75,0.25,1.0,1.33,0.01,0.69,1.35,0.3,0.1,1.0,0.5
lang,smal,4.05,0.63,0.29,1.75,8.52,0.68,5.5,3.66,0.08,7.94,4.96,0.59,0.5,4.0,3.0
groot,zwaar,3.22,0.58,0.25,3.25,3.14,0.51,3.0,2.7,0.08,4.31,5.75,0.39,0.4,3.0,3.5
ruw,koel,2.28,0.42,0.2,2.17,1.85,0.46,2.0,4.0,0.01,2.66,1.76,0.46,0.1,1.0,0.5
bizar,vreemd,8.5,0.8,0.33,5.25,8.15,0.78,6.0,3.0,0.08,9.48,7.81,0.73,0.9,6.0,9.5
illegaal,immoreel,7.76,0.69,0.29,6.0,6.75,0.3,4.0,5.0,0.06,8.24,2.08,0.76,0.9,6.0,3.0
slecht,schuldig,1.27,0.13,0.1,2.0,2.16,0.27,2.5,1.23,0.02,1.33,1.59,0.32,0.1,2.0,1.0
modern,oud,2.21,0.18,0.13,0.8,6.25,0.23,1.5,1.5,0.07,1.44,3.54,0.53,0.2,2.0,0.5
nieuw,oud,2.35,0.18,0.1,1.2,4.25,0.18,1.5,1.5,0.08,0.54,4.03,0.54,0.2,2.0,0.5
saai,grappig,1.29,0.25,0.2,0.67,5.14,0.41,4.0,1.8,0.07,2.59,1.69,0.37,0.6,3.0,3.5
gelukkig,jong,1.76,0.25,0.25,0.33,2.03,0.26,3.0,2.05,0.06,2.33,2.01,0.34,0.1,3.0,1.0
makkelijk,groot,1.85,0.18,0.1,1.25,2.67,0.19,1.5,1.29,0.05,1.8,2.2,0.29,0.4,1.0,1.5
geweldig,vreselijk,6.2,0.29,0.25,6.0,2.65,0.73,5.0,6.0,0.03,4.41,3.28,0.59,0.1,4.0,3.5
klein,enorm,4.05,0.31,0.32,2.0,3.42,0.67,3.0,6.0,0.06,7.08,2.72,0.52,0.5,2.0,1.0
beleefd,gepast,1.15,0.67,0.43,5.0,6.98,0.63,5.0,4.0,0.06,6.42,2.36,0.52,0.25,3.0,4.5
bescheiden,beschaamd,3.11,0.55,0.5,1.0,3.78,0.44,3.5,1.67,0.07,0.95,1.53,0.74,0.1,1.0,2.5
exotisch,zeldzaam,3.25,0.42,2.0,1.41,2.17,2.13,2.09,3.21,1.34,3.08,1.33,3.71,2.02,2.39,2.16
dom,slim,1.86,0.05,1.75,1.23,1.4,2.0,2.81,1.67,0.98,1.56,1.11,1.0,1.19,1.35,1.0
heerlijk,prachtig,6.0,0.78,5.0,5.0,5.0,3.0,7.5,7.0,6.12,7.46,5.0,6.43,5.16,7.67,6.1
opvallend,duidelijk,2.25,0.59,1.25,2.12,1.33,3.67,3.15,4.38,2.67,2.56,2.67,1.0,2.07,3.67,1.0
angstig,bang,7.0,0.72,5.5,6.43,8.17,5.0,8.24,8.1,5.67,6.4,7.33,9.94,3.55,6.6,5.0
formeel,juist,3.0,0.18,1.0,0.55,2.4,2.17,1.9,3.82,3.22,3.69,2.33,1.0,1.6,3.41,1.0
somber,saai,5.0,0.64,3.0,1.91,3.17,3.67,4.69,5.95,4.56,5.19,3.33,3.43,5.59,6.04,3.1
heerlijk,vrolijk,3.0,0.68,4.5,5.2,4.67,6.0,4.73,6.5,5.78,5.52,5.67,6.07,7.0,6.64,5.0
ongelukkig,kwaad,2.5,0.36,2.0,4.31,3.83,3.67,3.44,1.44,3.22,2.97,4.67,1.0,1.69,3.47,1.0
verdrietig,vreselijk,5.5,0.74,6.0,5.0,4.67,3.33,7.52,6.82,5.67,4.0,7.67,4.08,4.02,7.01,3.1
ziek,gek,2.5,0.32,4.0,3.4,5.5,1.5,2.88,1.1,3.67,5.52,4.33,6.86,3.07,2.74,3.1
gewelddadig,boos,4.5,0.67,2.0,4.31,2.5,4.5,3.46,6.46,2.67,5.69,3.33,2.0,3.71,5.08,1.0
beladen,zwaar,2.5,0.76,7.0,4.47,5.5,7.0,5.24,5.0,6.45,5.5,6.67,5.64,6.07,6.09,5.0
vuil,goedkoop,1.75,0.2,1.25,0.71,1.0,1.0,1.34,2.56,1.56,2.14,1.67,1.0,1.79,2.2,1.0
elastisch,flexibel,8.0,0.83,8.0,7.28,9.5,7.0,9.36,9.1,8.45,9.65,8.67,8.8,8.99,7.95,6.0
hard,dicht,2.0,0.15,3.0,3.0,1.4,2.0,3.86,2.89,2.34,1.56,1.0,1.0,2.49,2.64,1.0
onlangs,nieuw,6.0,0.26,7.5,1.68,4.75,4.0,4.13,6.16,3.78,7.86,8.67,5.29,3.02,5.55,1.0
brutaal,trots,1.75,0.4,1.0,3.48,1.5,1.83,3.32,1.11,2.56,2.08,3.67,1.0,2.32,3.41,1.0
sluw,vreemd,3.5,0.33,2.0,1.41,1.5,1.5,1.78,1.83,1.22,1.56,2.0,1.0,1.84,1.47,1.91
vreemd,sluw,3.5,0.33,2.0,1.41,1.5,1.5,1.78,1.83,1.22,1.56,2.0,1.0,1.84,1.47,1.91
dom,zeldzaam,2.0,0.07,1.5,1.91,1.5,1.67,2.09,1.67,1.45,2.42,1.33,2.14,1.59,2.0,1.0
sluw,koppig,1.75,0.21,1.25,1.91,1.5,1.83,1.1,2.03,1.67,1.56,1.0,1.0,1.67,2.14,1.0
fantastisch,kwaad,1.75,0.21,1.0,2.74,1.75,1.25,2.87,1.0,1.78,2.14,3.67,1.0,2.11,3.25,1.0
bescheiden,flexibel,1.75,0.09,1.0,2.37,1.33,1.5,1.23,2.05,2.56,2.56,2.67,1.0,1.1,2.31,1.0
vers,breed,1.75,0.28,2.0,1.23,1.29,1.5,3.33,4.85,2.34,2.42,1.0,1.0,2.71,4.63,1.0
enorm,sprakeloos,1.75,0.06,1.0,0.0,1.0,1.0,1.12,1.0,1.22,1.56,1.33,1.0,1.0,0.83,1.0
groot,enorm,3.0,0.56,6.5,4.47,5.0,1.75,6.66,6.95,7.23,4.91,4.67,2.14,3.95,3.01,1.91
vuil,smal,1.75,0.16,2.0,0.71,1.0,1.0,1.14,1.82,1.34,1.93,1.0,1.0,1.75,1.86,1.0
echtgenote,echtgenoot,9.0,9.45,10.0,10.0,10.0,7.0,9.68,10.0,9.78,9.14,10.0,9.94,8.68,9.22,10.0
boek,tekst,3.0,3.36,4.0,3.0,2.0,2.33,5.84,3.19,3.45,4.63,4.67,2.14,4.17,3.14,3.1
bruidegom,bruid,9.5,9.11,10.0,10.0,10.0,7.0,9.63,10.0,9.67,9.28,9.0,9.94,8.53,8.33,10.0
nacht,dag,3.0,1.4,3.5,3.48,2.25,1.5,3.14,4.38,4.56,4.13,3.33,1.0,2.8,4.08,1.0
zuid,noord,6.0,2.21,5.0,10.0,9.0,1.33,9.15,6.33,9.12,7.92,6.0,3.14,6.82,6.82,1.0
vliegtuig,luchthaven,1.0,2.41,3.0,2.12,1.57,1.5,2.73,2.09,7.89,2.27,3.33,1.0,3.53,5.08,1.0
oom,tante,8.0,7.89,4.0,10.0,8.17,5.5,7.98,8.5,8.34,7.11,6.33,7.64,4.5,7.15,2.16
paard,merrie,8.5,8.93,10.0,10.0,10.0,8.5,8.57,10.0,9.45,8.67,9.33,9.94,7.23,8.67,10.0
onderkant,bovenkant,9.5,9.88,10.0,10.0,10.0,10.0,9.83,10.0,8.56,9.42,10.0,9.94,9.14,9.58,10.0
vriend,maat,6.0,4.35,4.5,1.41,2.4,5.0,4.75,3.0,6.78,4.17,2.33,1.0,6.17,3.73,1.0
student,leerling,9.0,8.2,7.0,9.42,8.9,8.5,8.12,7.33,8.23,6.68,8.67,9.94,8.97,7.15,7.04
wereld,wereldbol,5.5,7.9,10.0,10.0,5.0,8.5,5.27,5.5,7.89,6.72,3.0,7.64,7.75,7.55,9.09
been,arm,4.2,0.71,0.43,3.29,0.61,1.49,0.13,0.52,2.14,1.6,2.29,0.26,3.14,0.19,0.81
vliegtuig,straalvliegtuig,8.57,9.5,0.87,7.42,0.83,4.54,7.38,0.88,7.31,8.47,8.23,8.99,8.77,0.73,0.84
vrouw,man,7.75,1.17,6.67,6.67,3.47,3.82,7.32,0.81,6.7,3.55,5.47,8.08,7.94,0.75,0.89
paard,veulen,6.54,7.94,5.65,5.21,5.04,6.18,7.62,0.9,7.15,8.12,5.72,8.04,6.7,0.73,0.91
actrice,acteur,7.34,0.85,8.78,8.24,6.13,4.86,8.88,0.65,6.5,7.67,8.21,8.93,9.2,0.86,0.92
leraar,instructeur,6.98,6.66,5.1,7.14,4.51,5.35,7.38,0.77,6.11,4.78,6.35,7.22,6.0,0.81,0.78
film,filmrol,5.67,5.71,6.15,5.86,4.53,3.1,6.75,0.58,5.18,4.45,3.64,6.28,6.48,0.69,0.82
vogel,havik,6.12,7.35,3.59,6.12,1.69,4.78,6.47,0.54,4.23,6.26,7.96,6.14,5.61,0.69,0.75
woord,woordenboek,7.21,2.15,6.67,7.04,4.66,5.36,6.2,0.76,7.18,5.26,4.32,8.43,6.55,0.73,0.82
geld,salaris,3.2,1.36,2.0,4.17,2.59,2.24,4.38,0.7,4.0,4.2,3.11,5.25,3.0,0.44,0.8
hond,kat,3.45,0.83,3.5,3.17,2.16,3.01,5.29,0.42,3.26,2.5,3.04,5.15,2.55,0.44,0.66
gebied,regio,8.67,7.8,8.0,7.36,8.86,6.77,7.6,0.93,8.04,6.35,7.61,9.29,6.5,0.81,0.85
marine,leger,3.4,2.4,1.0,6.25,3.48,3.19,6.06,0.59,6.6,1.0,2.21,5.84,5.55,0.25,0.84
boek,literatuur,6.78,4.17,2.5,6.38,3.76,3.5,5.38,0.6,6.8,5.28,7.46,7.42,5.9,0.44,0.72
kleding,kast,4.65,1.22,1.67,2.5,3.81,2.65,2.47,0.6,3.74,2.3,1.58,2.43,2.4,0.31,0.61
zonsondergang,zonsopgang,9.78,8.85,5.5,6.8,6.57,5.46,8.06,0.89,8.67,8.92,7.02,9.71,7.77,0.88,0.89
kind,volwassen,6.21,3.36,3.0,6.0,4.66,2.84,7.03,0.58,5.02,3.57,4.49,5.59,3.5,0.44,0.74
koe,vee,7.88,7.04,7.5,6.18,5.15,6.75,6.35,0.84,6.77,7.45,7.65,8.83,6.9,0.75,0.81
boek,verhaal,7.55,4.63,4.75,5.33,6.66,2.92,6.27,0.64,6.33,5.35,7.29,7.0,6.0,0.56,0.67
winter,zomer,9.23,8.7,6.5,7.1,6.43,3.94,7.94,0.9,7.55,5.28,7.18,8.68,7.2,0.69,0.88
taxi,taxis,9.5,7.4,10.0,8.46,9.37,9.02,8.44,0.94,9.43,9.66,6.41,10.0,9.8,0.88,0.58
boom,esdoorn,6.89,6.11,4.4,6.59,4.1,4.52,6.15,0.44,3.27,5.62,6.84,5.66,5.85,0.56,0.78
bed,slaapkamer,4.65,3.0,1.0,5.0,5.89,2.81,4.03,0.79,4.97,4.1,3.25,3.55,3.8,0.25,0.75
dak,plafond,5.67,5.45,2.4,5.42,3.38,3.81,4.88,0.82,4.94,3.3,2.36,5.1,5.3,0.38,0.68
ziekte,infectie,5.78,6.38,4.5,5.21,2.0,6.04,7.85,0.53,6.52,4.2,7.48,6.25,6.05,0.5,0.84
arm,schouder,5.13,6.34,4.25,4.03,6.26,5.61,4.49,0.71,6.58,4.3,5.26,6.96,5.1,0.5,0.73
schaap,lam,6.54,6.14,8.5,5.95,6.44,5.66,6.8,0.89,6.69,3.87,6.61,8.75,6.2,0.81,0.71
dame,meneer,7.89,4.2,7.0,8.13,6.51,5.28,8.76,0.78,6.5,7.2,7.35,6.77,7.3,0.75,0.9
boot,anker,4.32,3.0,2.5,4.74,2.6,3.05,5.08,0.49,3.63,5.1,4.37,3.11,3.4,0.44,0.56
priester,monnik,7.21,6.43,6.5,6.41,2.14,5.53,7.38,0.86,6.12,5.4,7.32,7.79,8.2,0.88,0.77
teen,vinger,6.78,5.0,3.5,6.86,6.1,6.11,5.0,0.88,6.11,7.9,2.56,7.18,6.75,0.38,0.65
rivier,stroom,8.9,7.33,8.0,5.43,4.51,7.34,5.79,0.85,6.91,6.6,7.16,7.7,7.75,0.69,0.85
boosheid,woede,9.4,8.75,7.5,8.78,9.49,8.21,7.76,0.93,8.38,6.9,8.36,9.02,8.8,0.94,0.9
datum,kalender,5.78,4.1,3.67,6.95,6.35,3.21,4.66,0.89,2.71,4.95,3.37,8.29,5.1,0.75,0.88
zee,oceaan,8.23,8.86,7.67,7.49,5.89,4.35,8.0,0.85,8.51,5.15,8.41,8.92,7.9,0.81,0.9
seconde,minuut,3.45,5.0,3.67,6.8,8.04,7.61,7.61,0.85,6.44,4.3,7.63,9.72,8.5,0.5,0.82
hand,duim,5.32,2.55,1.0,4.96,3.23,5.44,3.85,0.67,3.49,4.1,2.19,6.58,3.2,0.38,0.67
hout,stam,5.78,5.1,1.0,5.91,3.37,4.61,4.26,0.59,5.62,2.75,5.05,4.19,3.7,0.56,0.64
modder,vuil,6.54,2.9,6.0,6.16,4.18,5.52,6.03,0.91,7.7,8.25,7.98,7.89,6.9,0.56,0.83
hal,gang,7.01,2.25,4.5,4.05,5.32,3.11,4.32,0.67,3.04,2.75,3.29,6.86,5.45,0.56,0.65
weg,manier,0.08,1.29,0.33,0.51,1.25,0.68,1.09,1.23,1.63,1.0,0.37,0.05,0.12,0.1,0.1
muis,kat,0.14,1.5,0.27,0.77,1.89,0.21,0.76,0.54,0.61,1.0,1.18,0.01,0.67,0.03,0.09
politieagent,sheriff,0.11,2.8,5.03,0.89,3.27,0.7,4.88,4.78,4.94,1.0,2.18,0.83,7.24,6.53,0.07
dood,begrafenis,0.22,1.03,1.77,0.85,2.02,0.66,4.5,4.32,5.74,2.0,2.77,0.29,6.09,3.24,0.8
muziek,melodie,0.68,7.5,7.62,0.92,7.56,0.88,6.63,7.89,5.77,6.5,7.01,0.81,8.46,5.52,0.91
bier,alcohol,0.82,6.0,8.1,0.77,6.13,0.77,5.2,6.54,6.72,5.0,5.62,0.71,6.88,8.57,0.85
mond,lip,0.7,4.0,5.42,0.74,6.82,0.79,4.74,5.76,5.18,7.5,5.44,0.61,7.64,7.1,0.84
storm,orkaan,0.87,7.0,8.18,0.85,4.72,0.83,7.53,8.32,5.82,8.5,6.33,0.89,8.53,7.48,0.8
belasting,inkomen,0.12,1.5,1.23,0.34,1.36,0.26,1.42,0.76,1.43,1.0,1.55,0.1,1.14,1.26,0.05
bloem,viooltjes,0.71,6.0,6.45,0.8,6.13,0.8,5.99,7.45,8.18,6.0,6.93,0.74,7.77,6.78,0.91
papier,karton,0.75,5.0,6.15,0.67,4.12,0.74,6.03,4.67,6.7,4.5,4.17,0.55,6.31,4.2,0.68
vloer,plafond,0.25,5.0,4.37,0.41,1.75,0.71,4.27,1.98,4.39,4.5,2.5,0.33,1.63,2.13,0.05
strand,kust,0.89,7.5,6.96,0.83,7.39,0.84,6.95,8.76,7.78,8.0,6.53,0.85,6.79,8.1,0.86
staaf,gordijn,0.08,1.5,0.25,0.33,1.34,0.12,0.72,0.34,1.55,2.0,1.27,0.15,0.42,0.04,0.01
jachthond,vos,0.18,1.5,2.23,0.59,3.09,0.22,5.04,3.21,1.79,5.5,2.19,0.69,4.65,0.05,0.43
straat,auto,0.12,1.94,1.73,0.37,1.86,0.38,1.52,1.56,2.23,1.0,1.45,0.06,0.62,1.73,0.11
boot,dek,0.48,4.0,3.11,0.71,7.75,0.52,6.07,5.67,6.01,4.0,2.56,0.13,5.95,4.57,0.31
auto,toeter,0.07,1.03,0.31,0.11,1.67,0.12,1.08,0.87,1.63,1.0,0.14,0.02,0.21,0.06,0.05
vriend,gast,0.61,3.5,5.7,0.81,5.28,0.62,6.07,6.89,5.07,7.0,2.11,0.76,6.15,7.12,0.83
werkgever,werknemer,0.81,6.0,7.16,0.66,6.12,0.77,4.23,8.76,8.38,5.0,3.23,0.86,7.64,6.89,0.8
hand,pols,0.77,4.0,5.86,0.75,3.92,0.72,2.79,6.12,3.54,5.0,4.05,0.43,7.52,7.32,0.48
bal,kostuum,0.11,1.5,0.69,0.11,1.73,0.18,1.08,2.54,0.89,1.0,0.62,0.03,0.63,0.05,0.04
alcohol,brandewijn,0.69,6.5,7.28,0.79,5.71,0.75,6.43,4.56,7.17,6.0,5.48,0.96,6.53,6.2,0.89
overwinning,zege,0.78,9.0,8.47,0.74,6.89,0.82,7.8,9.23,8.57,8.0,7.67,0.92,8.15,8.75,0.91
telefoon,cel,0.5,1.94,1.92,0.44,1.37,0.5,2.11,2.67,3.92,2.0,3.04,0.37,3.95,0.3,0.07
deur,ingang,0.71,5.5,4.37,0.73,5.23,0.63,4.56,6.45,4.94,4.5,4.82,0.46,2.78,5.45,0.62
motel,herberg,0.79,5.0,5.45,0.91,6.31,0.72,3.87,7.32,5.1,5.0,5.15,0.52,7.74,5.66,0.73
kleding,stof,0.32,2.0,5.42,0.57,1.48,0.72,2.66,3.67,3.63,3.5,2.57,0.57,2.31,2.24,0.43
steak,vlees,0.9,8.0,7.82,0.89,8.05,0.82,8.54,9.87,8.65,8.0,7.89,0.88,6.88,8.45,0.88
nagel,duim,0.49,5.5,3.89,0.41,5.55,0.61,4.71,6.76,5.81,5.5,3.27,0.85,6.54,5.45,0.77
muziekgroep,orkest,0.9,8.0,8.19,0.52,8.21,0.85,7.91,9.45,8.77,7.5,7.52,0.9,8.56,8.62,0.92
boek,bijbel,0.52,3.0,5.78,0.64,6.29,0.63,3.44,5.32,4.03,6.0,2.3,0.65,5.91,6.34,0.39
bedrijf,industrie,0.56,4.5,7.3,0.63,4.54,0.77,5.73,6.78,5.86,4.5,5.37,0.79,4.32,7.07,0.72
winter,seizoen,0.72,3.8,7.87,0.76,4.92,0.72,5.85,7.98,9.17,5.5,6.74,0.83,7.29,5.56,0.8
decennium,eeuw,0.5,4.5,2.5,0.57,1.25,0.54,2.0,4.56,7.54,3.5,3.87,0.92,3.11,5.5,0.09
alcohol,jenever,0.74,7.5,7.41,0.87,6.05,0.8,6.13,6.87,8.26,6.5,5.71,0.84,5.96,7.65,0.87
hoed,jas,0.68,3.5,5.32,0.67,5.14,0.67,5.11,4.23,6.39,2.0,4.18,0.46,5.36,4.36,0.66
raam,deur,0.7,4.5,5.65,0.64,4.98,0.7,5.2,7.65,5.74,5.5,2.42,0.56,6.56,5.84,0.67
arm,pols,0.61,2.0,4.91,0.65,3.47,0.6,3.9,3.21,4.01,4.0,4.64,0.51,6.96,4.78,0.48
huis,appartement,0.47,5.5,5.9,0.69,5.15,0.7,5.49,5.76,6.8,4.0,5.23,0.59,5.74,6.6,0.8
